# mstar_bin	bin_left	bin_right	galaxy_id	logMstar[Msun]	logMgas[Msun]	SFR[Msun/yr]	SFR_compact[Msun/yr]	Zgas[mass_fraction]	Rstar[kpc]	Rgas[kpc]	logMdust[Msun]	Sigma_SFR[Msun/yr/kpc^2]	sSFR[1/yr]	Av_med
14	10.1873852	10.216563	256399	10.210141	10.097445	1.834194	1.819768	0.025359	2.821564	28.584263	7.268781	0.073336	0.179644	0.378285
14	10.1873852	10.216563	524122	10.213322	10.810998	2.007125	0.505789	0.025925	2.571507	106.773071	7.521519	0.096616	0.19652	0.180507
14	10.1873852	10.216563	530310	10.195572	10.767959	2.266855	0.900954	0.021287	1.894666	70.393806	7.471111	0.201006	0.222337	0.4266
15	10.216563	10.245977400000001	81792	10.240779	8.890958	0.098554	0.098554	0.061896	3.6562	5.173524	7.462902	0.002347	0.009624	0.21941549999999999
15	10.216563	10.245977400000001	450538	10.23641	10.868383	2.136716	0.697133	0.013795	10.704238	78.491745	7.961283	0.005936	0.208737	0.224382
15	10.216563	10.245977400000001	274533	10.243608	10.110653	0.915849	0.7969	0.021852	5.888418	37.148945	7.44562	0.008408	0.089407	0.30779
15	10.216563	10.245977400000001	174745	10.238752	9.175867	0.193006	0.187313	0.043959	2.333556	5.692494	7.269111	0.011282	0.018851	0.322455
15	10.216563	10.245977400000001	531455	10.235474	10.64055	0.56829	0.288956	0.023738	3.776172	54.588505	7.653482	0.012686	0.055522	0.1483795
15	10.216563	10.245977400000001	537468	10.220923	10.631968	1.136429	0.770514	0.018377	4.612032	69.013626	7.621961	0.017006	0.111187	0.30285799999999996
15	10.216563	10.245977400000001	518429	10.216613	10.842928	5.638896	3.080528	0.013604	9.408257	62.487438	7.934025	0.020278	0.551934	0.18447750000000002
15	10.216563	10.245977400000001	518349	10.241995	10.804955	3.453922	1.395705	0.015337	6.710222	54.878761	7.95969	0.024417	0.337231	0.19659749999999998
15	10.216563	10.245977400000001	164834	10.233829	10.049513	0.914729	0.725256	0.02443	3.016189	21.386753	7.440755	0.032006	0.089383	0.4552385
15	10.216563	10.245977400000001	528460	10.234051	10.683686	0.757672	0.158018	0.02959	2.441171	68.136978	7.562392	0.04047	0.074034	0.328529
15	10.216563	10.245977400000001	536157	10.226038	10.706075	2.020648	1.821234	0.024619	3.592172	41.128864	7.713113	0.049846	0.197598	0.453849
15	10.216563	10.245977400000001	527408	10.23201	10.793083	2.52784	0.790533	0.021562	3.669919	43.620575	7.837582	0.059743	0.247052	0.586804
15	10.216563	10.245977400000001	534312	10.240883	10.618835	1.210366	0.86141	0.023151	2.25572	92.161957	7.339581	0.075718	0.11819	0.415663
15	10.216563	10.245977400000001	113707	10.232137	10.649042	5.431899	3.68354	0.017514	4.345251	53.062664	7.743136	0.091574	0.530866	0.443333
15	10.216563	10.245977400000001	13359	10.223692	9.486523	1.665496	0.913006	0.014034	1.866411	3.013513	7.645274	0.152188	0.162906	0.486907
16	10.245977400000001	10.278291133333333	419174	10.245981	10.389734	0.627442	0.457155	0.01831	7.928961	25.558369	7.891515	0.003177	0.061238	0.058199
16	10.245977400000001	10.278291133333333	361223	10.247256	10.447006	1.993521	0.878133	0.018548	10.436831	25.547333	8.220451	0.005826	0.194542	0.0999945
16	10.245977400000001	10.278291133333333	119274	10.275369	10.684607	2.604645	0.617915	0.018434	9.720523	36.038799	8.498237	0.008774	0.253484	0.1704915
16	10.245977400000001	10.278291133333333	375857	10.272562	9.632957	0.12119	0.101322	0.026687	1.848183	13.58165	7.031275	0.011293	0.011797	0.2356895
16	10.245977400000001	10.278291133333333	547644	10.253306	10.538074	0.895042	0.420896	0.026864	4.290733	78.454628	7.619543	0.015475	0.087293	0.411694
16	10.245977400000001	10.278291133333333	487631	10.259187	11.006015	3.512002	1.163326	0.017471	8.033366	106.378441	7.936109	0.017322	0.342328	0.122456
16	10.245977400000001	10.278291133333333	452257	10.261958	10.404764	1.13388	0.371745	0.020823	4.162186	22.203514	7.670679	0.020834	0.110494	0.431354
16	10.245977400000001	10.278291133333333	204406	10.246177	10.150359	1.105971	0.855429	0.02216	3.670444	22.042915	7.389643	0.026131	0.10794	0.302004
16	10.245977400000001	10.278291133333333	511155	10.265343	10.899281	2.345369	0.808249	0.019931	4.912627	101.222359	7.707855	0.030934	0.228475	0.240837
16	10.245977400000001	10.278291133333333	531148	10.259582	10.669666	0.794241	0.743314	0.024724	2.545368	124.764229	7.084387	0.039021	0.077415	0.517165
16	10.245977400000001	10.278291133333333	530015	10.257095	10.764132	3.121782	1.329473	0.019735	4.574698	82.759552	7.736589	0.047482	0.304353	0.408426
16	10.245977400000001	10.278291133333333	513465	10.25	10.855014	1.513912	1.282128	0.021134	2.95025	106.593018	7.28807	0.055365	0.147699	0.613143
16	10.245977400000001	10.278291133333333	355863	10.262146	10.592136	1.766694	0.38546	0.029374	2.784901	44.347019	7.662266	0.072509	0.172156	0.44770350000000003
16	10.245977400000001	10.278291133333333	526597	10.247717	10.755219	1.76188	0.920223	0.023639	2.425569	94.085625	7.491255	0.095323	0.171929	0.515369
16	10.245977400000001	10.278291133333333	470807	10.27387	11.111829	5.301184	5.073273	0.020584	3.025128	138.785553	7.494418	0.184389	0.515987	0.8708925000000001
17	10.278291133333333	10.3231352	54989	10.305892	8.914077	0.086606	0.086606	0.054464	3.274708	4.264427	7.320036	0.002571	0.008404	0.196989
17	10.278291133333333	10.3231352	251515	10.281782	10.200473	0.24326	0.237857	0.038209	2.986295	50.997059	7.189493	0.008683	0.023659	0.187589
17	10.278291133333333	10.3231352	533123	10.319462	10.701077	1.177193	1.161499	0.021276	5.710238	36.971066	7.95211	0.011492	0.114075	0.26597499999999996
17	10.278291133333333	10.3231352	496728	10.304607	11.034908	3.832495	1.805063	0.017244	9.005426	69.518616	8.070714	0.015043	0.371921	0.10651250000000001
17	10.278291133333333	10.3231352	506781	10.29865	10.900937	3.110508	1.508464	0.016756	6.649518	102.369064	7.877095	0.022392	0.302031	0.633655
17	10.278291133333333	10.3231352	479321	10.288518	11.174771	3.333368	0.632306	0.014145	6.344086	93.463364	8.007837	0.026363	0.323989	0.121783
17	10.278291133333333	10.3231352	450473	10.322517	11.178123	2.552751	1.338254	0.01806	5.142458	119.373634	7.943267	0.030727	0.247299	0.414065
17	10.278291133333333	10.3231352	534455	10.30684	10.650605	1.790694	1.650145	0.021753	4.078292	99.408951	7.406458	0.03427	0.173738	0.5426405000000001
17	10.278291133333333	10.3231352	37620	10.316661	10.735864	4.877789	2.595222	0.017737	6.229171	70.56424	7.859553	0.040014	0.472807	0.47999349999999996
17	10.278291133333333	10.3231352	533352	10.305946	10.590688	2.397152	1.681889	0.026478	4.007384	111.588127	7.552103	0.047514	0.232599	0.67723
17	10.278291133333333	10.3231352	450474	10.317574	10.323911	3.225385	2.320504	0.021633	4.381096	16.713507	7.816288	0.053489	0.312611	0.4975535
17	10.278291133333333	10.3231352	521429	10.289545	10.766913	2.202798	1.338839	0.020189	3.372828	99.099281	7.553271	0.061636	0.214081	0.62711
17	10.278291133333333	10.3231352	434830	10.304147	10.792611	3.731668	0.401727	0.018392	3.935686	34.110455	7.880241	0.076685	0.362152	0.206366
17	10.278291133333333	10.3231352	530973	10.312273	10.763432	3.102572	1.35605	0.024662	3.083848	43.088245	7.802777	0.103845	0.300862	0.827158
17	10.278291133333333	10.3231352	488108	10.302464	10.90553	3.013565	1.668741	0.023557	2.615358	122.021431	7.536421	0.140239	0.292509	0.6590604999999999
18	10.3231352	10.3627596	89426	10.331814	9.07706	0.179239	0.179239	0.051036	5.677928	8.224948	7.016741	0.00177	0.017348	0.15687099999999998
18	10.3231352	10.3627596	289109	10.333378	9.127	0.184495	0.184495	0.033246	3.117916	8.029227	7.038282	0.006041	0.017854	0.215044
18	10.3231352	10.3627596	173018	10.350563	10.089876	0.49748	0.481924	0.031953	4.142708	15.414746	7.726655	0.009227	0.048063	0.4559605
18	10.3231352	10.3627596	498049	10.354454	11.029737	1.83006	0.584136	0.019352	6.592084	41.026314	8.150566	0.013405	0.176741	0.1179525
18	10.3231352	10.3627596	550511	10.345882	10.906449	5.863307	1.827627	0.015651	10.338081	37.863575	8.153925	0.017463	0.566729	0.0884035
18	10.3231352	10.3627596	487547	10.362626	11.084516	1.161074	0.514119	0.024092	4.249245	83.22905	7.883611	0.020469	0.112044	0.261902
18	10.3231352	10.3627596	507377	10.328247	10.961614	2.332709	1.732849	0.022671	5.578878	77.986931	7.864873	0.023857	0.225857	0.43203749999999996
18	10.3231352	10.3627596	292883	10.334087	9.787341	0.415902	0.143539	0.017874	2.183352	12.555013	7.21726	0.027771	0.040246	0.230149
18	10.3231352	10.3627596	494302	10.346426	11.044423	3.010132	0.760776	0.016455	5.490723	55.296379	8.063671	0.031782	0.290934	0.138896
18	10.3231352	10.3627596	529375	10.324996	10.71492	3.28934	0.907393	0.019355	4.969636	53.5401	7.869604	0.042395	0.31858	0.11890400000000001
18	10.3231352	10.3627596	412426	10.326038	10.28926	1.624226	0.913632	0.02987	3.131292	37.052212	7.574909	0.052729	0.157294	0.5901745
18	10.3231352	10.3627596	508893	10.354582	10.89307	4.668509	1.915075	0.020015	4.679812	103.141586	7.8035	0.067853	0.450864	0.5215339999999999
18	10.3231352	10.3627596	534594	10.335554	10.578462	2.379919	0.825049	0.017948	3.117626	79.892929	7.505519	0.077941	0.230265	0.683179
18	10.3231352	10.3627596	413490	10.35708	11.242332	2.148052	1.400224	0.03005	2.537218	166.008728	7.495858	0.106213	0.207399	0.597174
18	10.3231352	10.3627596	539370	10.3377	10.646423	3.830535	0.927123	0.023215	2.857198	62.487743	7.747948	0.149358	0.37054	0.50329
19	10.3627596	10.407844	477557	10.372636	11.093047	1.419931	0.758501	0.013781	12.31048	74.518593	8.164986	0.002982	0.136892	0.170585
19	10.3627596	10.407844	201395	10.381733	10.139959	0.962273	0.611852	0.023999	8.076341	18.902735	7.875834	0.004696	0.092689	0.3874095
19	10.3627596	10.407844	410820	10.383689	10.787302	1.071417	1.052764	0.023594	6.383602	66.853218	7.789295	0.008369	0.103183	0.2156495
19	10.3627596	10.407844	503357	10.367223	10.969478	0.891917	0.176934	0.032594	5.168429	83.820717	7.951738	0.010628	0.086032	0.2000845
19	10.3627596	10.407844	565583	10.40363	10.641757	3.361998	0.659191	0.023076	8.841108	31.806887	8.15509	0.013691	0.323156	0.055006
19	10.3627596	10.407844	486740	10.400004	11.017743	3.413385	2.597845	0.02117	7.639893	122.021713	7.821117	0.018615	0.32821	0.34082500000000004
19	10.3627596	10.407844	481570	10.384051	11.083104	4.919769	0.994393	0.017044	8.006807	89.795364	8.076688	0.024427	0.473781	0.377482
19	10.3627596	10.407844	489580	10.37885	10.935927	2.05755	1.592996	0.023465	4.978356	134.816544	7.696508	0.026426	0.198244	0.35755
19	10.3627596	10.407844	484957	10.376972	11.042805	2.832776	1.359622	0.020316	5.293631	135.203384	7.742516	0.032178	0.272987	0.373307
19	10.3627596	10.407844	504673	10.388571	10.963453	2.277296	0.308073	0.026483	4.147937	77.410957	7.901558	0.042131	0.219212	0.239572
19	10.3627596	10.407844	558652	10.384422	10.747379	1.890146	1.232064	0.020112	3.477547	94.60894	7.437841	0.049751	0.182017	0.400176
19	10.3627596	10.407844	363116	10.394897	10.487309	1.05835	0.884327	0.032422	2.375557	80.287193	7.386108	0.059696	0.101814	0.463627
19	10.3627596	10.407844	506201	10.3732	10.977813	2.608233	1.490246	0.020724	3.452237	52.825748	7.871082	0.069662	0.25144	0.44894
19	10.3627596	10.407844	513953	10.363471	10.803853	4.865211	1.679196	0.020062	4.014763	107.391052	7.738344	0.09608	0.469458	0.685969
19	10.3627596	10.407844	155685	10.388026	9.589652	1.75934	1.655806	0.033746	1.811778	6.750458	7.324186	0.170604	0.169362	0.99451
20	10.407844	10.454660800000001	503201	10.439879	10.654066	0.002236	0.0	0.0	2.663364	137.200348	6.853029	0.0001	0.000214	0.0461255
20	10.407844	10.454660800000001	490902	10.433453	11.021003	0.433579	0.358073	0.020423	5.440602	73.661301	8.028258	0.004663	0.041557	0.215657
20	10.407844	10.454660800000001	537545	10.412201	10.480649	0.446738	0.433744	0.032121	4.112944	82.454025	7.534763	0.008406	0.042905	0.33217599999999997
20	10.407844	10.454660800000001	13330	10.428249	9.77698	0.658004	0.310272	0.04085	4.066496	10.478985	7.746605	0.012666	0.063098	0.564161
20	10.407844	10.454660800000001	497015	10.413725	10.862675	1.924511	1.426156	0.030417	6.014634	126.883469	7.830232	0.016934	0.184805	0.472269
20	10.407844	10.454660800000001	534773	10.416847	10.455417	0.387816	0.305024	0.035355	2.428005	87.369217	7.238994	0.02094	0.03723	0.42174300000000003
20	10.407844	10.454660800000001	513798	10.410099	10.764987	1.494387	1.465696	0.030048	4.230188	112.187477	7.422867	0.026582	0.143552	0.405711
20	10.407844	10.454660800000001	61704	10.452973	10.423412	1.190193	1.028686	0.02652	3.407996	31.788967	7.723709	0.032619	0.113862	0.557435
20	10.407844	10.454660800000001	353812	10.42277	10.677341	2.274009	1.966247	0.024347	4.359012	66.608154	7.711228	0.038095	0.218177	0.338898
20	10.407844	10.454660800000001	508266	10.416387	10.93625	6.412067	2.247155	0.019454	6.680299	84.211693	8.037403	0.045736	0.615575	0.742783
20	10.407844	10.454660800000001	469339	10.453854	11.144573	3.56606	3.051489	0.033218	4.550184	127.954689	7.798543	0.054825	0.341124	0.742605
20	10.407844	10.454660800000001	219572	10.439457	10.544036	3.181107	1.061698	0.02484	3.613214	23.789421	7.903106	0.077561	0.30472	0.334813
20	10.407844	10.454660800000001	537953	10.420753	10.786461	2.376632	2.201823	0.023379	2.883142	108.621887	7.194786	0.091008	0.228067	0.621186
20	10.407844	10.454660800000001	459138	10.424858	11.184367	2.205029	2.059122	0.032198	2.509387	155.057159	7.416529	0.111463	0.211516	0.57357
20	10.407844	10.454660800000001	464847	10.453078	11.162287	4.303499	1.583087	0.023919	2.987242	137.007629	7.730469	0.153508	0.411697	0.485257
21	10.454660800000001	10.508851066666667	100235	10.468539	8.958323	0.001537	0.0	0.013135	2.206355	11.759212	6.501493	0.000101	0.000147	0.005522
21	10.454660800000001	10.508851066666667	237130	10.464936	10.306469	0.0363	0.0	0.009755	2.718782	50.567795	7.101197	0.001563	0.003469	0.032916
21	10.454660800000001	10.508851066666667	487749	10.507201	11.042751	1.827329	1.162061	0.022733	10.42863	76.868248	8.215796	0.005348	0.173912	0.167196
21	10.454660800000001	10.508851066666667	336595	10.486578	10.333676	1.164163	0.77592	0.026853	7.234007	21.979933	8.036593	0.007081	0.111015	0.164324
21	10.454660800000001	10.508851066666667	528418	10.458516	10.634101	1.758965	0.310376	0.022805	6.856222	38.229763	7.916927	0.011911	0.168185	0.14439
21	10.454660800000001	10.508851066666667	358634	10.493429	11.202185	4.895942	0.57546	0.019039	9.704291	90.218025	8.179282	0.016549	0.466572	0.37157799999999996
21	10.454660800000001	10.508851066666667	476928	10.468908	11.084694	1.206711	0.895989	0.021837	4.318634	85.233505	7.867589	0.020595	0.115266	0.285503
21	10.454660800000001	10.508851066666667	443012	10.462336	11.095839	3.057434	1.804359	0.022127	5.972443	123.188568	7.865881	0.027284	0.292232	0.317109
21	10.454660800000001	10.508851066666667	504558	10.488661	10.767285	1.6397	1.537064	0.030986	4.088194	124.615227	7.475954	0.031229	0.156331	0.597522
21	10.454660800000001	10.508851066666667	517545	10.50553	10.546043	1.146303	0.55569	0.023943	3.117351	128.735153	7.49406	0.037547	0.109114	0.361149
21	10.454660800000001	10.508851066666667	61709	10.503162	9.981341	1.19158	1.099039	0.039979	2.827653	43.57457	7.344398	0.047437	0.11345	0.5785990000000001
21	10.454660800000001	10.508851066666667	493014	10.474113	10.986467	2.770078	0.350859	0.020115	3.822721	43.046703	8.067071	0.060339	0.264469	0.077199
21	10.454660800000001	10.508851066666667	491118	10.467797	11.005669	2.741368	0.328287	0.019174	3.153649	81.016579	7.93051	0.087739	0.261886	0.46685750000000004
21	10.454660800000001	10.508851066666667	506352	10.455673	10.869316	3.79472	2.419315	0.023048	3.270942	97.061432	7.814245	0.112897	0.362934	0.905914
21	10.454660800000001	10.508851066666667	469577	10.462324	11.177911	5.48371	2.112948	0.024902	2.990204	110.938423	7.851796	0.195219	0.524139	0.43282600000000004
22	10.508851066666667	10.569278466666667	492862	10.554616	10.31021	0.003272	0.0	0.011004	2.217669	137.111633	6.06935	0.000212	0.00031	0.001532
22	10.508851066666667	10.569278466666667	513825	10.556139	10.592292	0.116248	0.0	0.012442	4.180589	79.788673	7.400039	0.002117	0.011012	0.03468
22	10.508851066666667	10.569278466666667	482266	10.56632	11.043069	1.083926	0.305037	0.018996	8.485815	100.368935	8.203207	0.004791	0.102583	0.25202
22	10.508851066666667	10.569278466666667	61696	10.51176	10.687518	0.512522	0.0	0.010565	4.554363	35.006226	7.883716	0.007865	0.048757	0.15565700000000002
22	10.508851066666667	10.569278466666667	490570	10.548832	10.733952	1.073361	0.0	0.013078	5.276246	148.650162	7.653124	0.012273	0.101752	0.152783
22	10.508851066666667	10.569278466666667	560915	10.519423	10.602772	1.648894	0.23876	0.026073	5.685166	40.163971	7.86968	0.016239	0.156748	0.543601
22	10.508851066666667	10.569278466666667	535602	10.552042	10.83739	3.223516	1.756966	0.026375	7.462063	86.326874	8.02847	0.018427	0.305487	0.140004
22	10.508851066666667	10.569278466666667	517673	10.514662	10.640617	2.287208	1.80814	0.023238	5.601709	91.40715	7.805754	0.023201	0.217526	0.2052765
22	10.508851066666667	10.569278466666667	494394	10.510468	10.944757	2.477793	1.927509	0.019818	5.149432	68.213722	7.990858	0.029744	0.235745	0.252332
22	10.508851066666667	10.569278466666667	468440	10.53214	11.0947	5.370723	3.657293	0.023726	6.959396	129.528015	8.016808	0.035297	0.509937	0.286793
22	10.508851066666667	10.569278466666667	461474	10.521351	11.189166	3.990729	1.232872	0.021134	5.664161	132.061218	8.02851	0.039594	0.379298	0.250805
22	10.508851066666667	10.569278466666667	454376	10.558416	11.057327	7.774951	1.387865	0.022021	7.003708	103.138458	8.172933	0.050454	0.736375	0.2725675
22	10.508851066666667	10.569278466666667	176673	10.566743	10.663026	12.594975	6.519379	0.020034	7.880914	21.109091	8.429369	0.06455	1.191945	0.560765
22	10.508851066666667	10.569278466666667	401027	10.560467	11.353868	6.770238	2.841753	0.015756	5.224176	151.164673	7.842698	0.078962	0.641093	0.468556
22	10.508851066666667	10.569278466666667	223955	10.533819	10.709731	5.487768	1.180803	0.023125	3.800697	53.584332	7.89912	0.120926	0.520967	0.599889
23	10.569278466666667	10.6311812	13317	10.61556	9.833254	0.010913	0.0	0.013117	6.232001	58.045788	7.554731	8.9e-05	0.001028	0.0082815
23	10.569278466666667	10.6311812	488600	10.622876	9.975725	0.006624	0.0	0.0	2.154123	42.837803	6.675162	0.000454	0.000624	0.01486
23	10.569278466666667	10.6311812	486510	10.584829	10.851192	0.367207	0.0	0.011928	6.366496	58.575466	7.797479	0.002884	0.034692	0.126585
23	10.569278466666667	10.6311812	463321	10.601805	10.722935	0.442086	0.0	0.018769	5.719473	183.804337	7.644746	0.004302	0.041699	0.057168
23	10.569278466666667	10.6311812	487845	10.613721	10.728439	0.648625	0.0	0.014233	5.508167	48.828808	7.952734	0.006805	0.061112	0.132285
23	10.569278466666667	10.6311812	295460	10.575066	10.780493	2.314669	0.630957	0.022794	8.394721	32.653763	8.168816	0.010455	0.21888	0.446976
23	10.569278466666667	10.6311812	369307	10.596033	10.786302	0.402253	0.0	0.007116	2.997476	122.133415	7.01473	0.014251	0.037963	0.026877
23	10.569278466666667	10.6311812	230316	10.579948	10.050464	1.262268	1.217039	0.0303	5.007446	16.039644	8.059628	0.016024	0.119308	0.471193
23	10.569278466666667	10.6311812	390248	10.587811	11.295355	3.670133	2.16464	0.021634	7.489626	173.484467	8.121786	0.020826	0.346638	0.489137
23	10.569278466666667	10.6311812	525831	10.627235	10.797565	2.516195	1.868169	0.037034	5.531994	133.296173	7.790613	0.026172	0.236769	0.4055955
23	10.569278466666667	10.6311812	445858	10.610867	10.374219	1.681858	1.141872	0.019991	4.218637	50.847569	7.467725	0.030081	0.158503	0.38501
23	10.569278466666667	10.6311812	406036	10.576267	10.59456	5.253265	3.720887	0.021963	6.338666	35.384712	7.918171	0.041618	0.496703	0.444571
23	10.569278466666667	10.6311812	470551	10.582625	11.123951	4.549838	0.944218	0.025269	5.319239	121.820007	8.061713	0.051186	0.429935	0.7290055
23	10.569278466666667	10.6311812	418682	10.627188	11.239254	3.154094	0.0	0.010678	3.762363	158.511459	7.834303	0.070926	0.296795	0.026616
23	10.569278466666667	10.6311812	514366	10.573996	11.011015	5.420659	0.307193	0.01799	3.719021	102.066971	7.873155	0.124751	0.512641	0.09758
24	10.6311812	10.695813666666666	442057	10.66953	10.524126	0.001483	0.0	0.011188	3.588181	245.595398	6.240856	3.7e-05	0.000139	0.00599
24	10.6311812	10.695813666666666	445697	10.64137	10.690382	0.103534	0.0	0.008877	10.070832	90.049728	7.831155	0.000325	0.009729	0.046432
24	10.6311812	10.695813666666666	447713	10.688045	10.376799	0.087294	0.0	0.01092	6.069036	104.409958	7.224699	0.000754	0.008167	0.0457235
24	10.6311812	10.695813666666666	481098	10.637934	10.551325	0.053753	0.0	0.007602	3.152414	53.97263	7.011173	0.001722	0.005053	0.010256
24	10.6311812	10.695813666666666	189267	10.637175	10.367963	1.365251	0.000693	0.015667	9.958867	28.544092	8.391739	0.004382	0.128347	0.199991
24	10.6311812	10.695813666666666	403062	10.632336	10.52334	0.26928	0.0	0.009913	3.499637	64.97654	7.248777	0.006999	0.025327	0.080959
24	10.6311812	10.695813666666666	456913	10.685744	11.143836	1.874207	1.257694	0.025304	7.026884	157.063202	8.050747	0.012082	0.175393	0.6185185
24	10.6311812	10.695813666666666	446157	10.693815	10.969642	2.359149	0.0	0.013352	6.872367	105.701309	7.995357	0.0159	0.220609	0.193447
24	10.6311812	10.695813666666666	89412	10.680447	10.410664	1.007208	0.0	0.011452	4.044759	24.021017	7.751777	0.019597	0.094304	0.1518735
24	10.6311812	10.695813666666666	484729	10.636208	10.921007	3.068956	2.548113	0.034462	6.470302	105.879883	8.066471	0.023334	0.288539	0.5597840000000001
24	10.6311812	10.695813666666666	444962	10.67343	11.250671	4.075735	1.023126	0.025111	6.787375	127.647385	8.139722	0.028161	0.381858	0.088676
24	10.6311812	10.695813666666666	480468	10.684745	10.894791	4.400053	0.037671	0.012644	6.318553	61.313229	7.991907	0.035081	0.411807	0.2746
24	10.6311812	10.695813666666666	464960	10.678842	10.908513	3.602612	0.0	0.016314	4.908004	144.618698	7.871574	0.047606	0.33736	0.05232
24	10.6311812	10.695813666666666	449004	10.684109	11.230172	6.980265	1.396271	0.02066	5.869831	103.36467	8.249893	0.064487	0.653331	0.195005
24	10.6311812	10.695813666666666	465080	10.695699	11.024989	7.031627	1.493915	0.023468	3.992152	130.966324	8.02405	0.14044	0.657426	0.354163
25	10.695813666666666	10.778741133333334	427942	10.700891	11.049339	0.001021	0.0	0.01084	2.769044	216.244888	6.153702	4.2e-05	9.5e-05	0.004831500000000001
25	10.695813666666666	10.778741133333334	446387	10.774283	10.832628	0.016913	0.0	0.007416	4.731949	173.384842	6.917791	0.00024	0.00157	0.009139999999999999
25	10.695813666666666	10.778741133333334	372411	10.698011	10.564017	0.097166	0.0	0.010676	6.537876	40.582439	7.731115	0.000724	0.009083	0.183276
25	10.695813666666666	10.778741133333334	467600	10.752765	10.909537	0.703137	0.002484	0.015171	11.19795	79.188011	8.130562	0.001785	0.065391	0.390085
25	10.695813666666666	10.778741133333334	19	10.696135	10.648383	0.768254	0.652501	0.032632	8.407341	28.017462	8.519178	0.00346	0.071825	0.437508
25	10.695813666666666	10.778741133333334	26797	10.74331	10.827276	1.671794	0.0	0.014264	9.342203	47.646004	8.371768	0.006097	0.155613	0.228536
25	10.695813666666666	10.778741133333334	464904	10.748488	10.921318	1.94409	0.0	0.019773	8.277197	118.173744	8.062409	0.009032	0.180871	0.1402425
25	10.695813666666666	10.778741133333334	452355	10.704224	10.929553	1.693724	0.193562	0.007998	6.678422	151.723419	7.736522	0.012088	0.158229	0.172639
25	10.695813666666666	10.778741133333334	479210	10.721899	10.677259	0.847976	0.0	0.009562	4.207069	120.097641	7.503556	0.01525	0.079088	0.0689865
25	10.695813666666666	10.778741133333334	452199	10.700571	11.122813	2.800226	0.0	0.014103	6.780583	76.780426	8.208694	0.019387	0.261689	0.238656
25	10.695813666666666	10.778741133333334	504561	10.767703	10.990297	6.396222	1.790987	0.026219	9.417576	75.518936	8.279927	0.022956	0.594019	0.260417
25	10.695813666666666	10.778741133333334	446619	10.711651	11.189011	3.117357	0.0	0.009737	5.690107	166.466064	7.90971	0.030648	0.291025	0.24223250000000002
25	10.695813666666666	10.778741133333334	448342	10.751713	11.028522	1.246714	0.0	0.016612	3.349991	131.888092	7.750737	0.035361	0.115955	0.043436
25	10.695813666666666	10.778741133333334	106356	10.744906	10.558125	3.219641	0.0	0.008648	4.424581	29.213894	7.83243	0.05235	0.299643	0.172353
25	10.695813666666666	10.778741133333334	437913	10.765292	11.115755	4.510801	0.0	0.014274	3.984215	167.28096	8.035169	0.090452	0.419013	0.303259
26	10.778741133333334	10.888714	348212	10.822829	9.48388	0.001513	0.0	0.011228	6.379871	31.486694	6.735957	1.2e-05	0.00014	0.002404
26	10.778741133333334	10.888714	410159	10.861725	10.970666	0.00478	0.0	0.012457	5.315728	148.155106	7.519106	5.4e-05	0.00044	0.007345
26	10.778741133333334	10.888714	388943	10.8635	11.16209	0.029476	0.0	0.011456	7.817884	274.615448	7.162484	0.000154	0.002713	0.009209
26	10.778741133333334	10.888714	247466	10.798675	9.961399	0.055402	0.021191	0.011459	5.171304	29.070873	8.105268	0.000659	0.00513	0.067781
26	10.778741133333334	10.888714	392289	10.853415	11.215667	0.170404	0.007546	0.005456	7.071996	216.909882	7.46241	0.001085	0.0157	0.015459
26	10.778741133333334	10.888714	465629	10.778918	10.986091	1.043749	0.159401	0.014022	11.724607	49.660488	8.310895	0.002417	0.096832	0.085251
26	10.778741133333334	10.888714	435388	10.821589	11.020361	0.842884	0.0	0.01412	8.210531	100.376724	8.156549	0.00398	0.077889	0.16484749999999998
26	10.778741133333334	10.888714	310568	10.789937	10.334142	1.17347	0.014094	0.01757	7.753873	37.689438	8.048617	0.006213	0.108756	0.1493285
26	10.778741133333334	10.888714	441850	10.830177	10.939688	0.664748	0.0	0.023654	5.086167	82.532661	7.89106	0.008179	0.061379	0.045835
26	10.778741133333334	10.888714	444229	10.856125	11.005856	0.792448	0.0	0.01938	5.082158	143.928314	7.935767	0.009766	0.072995	0.05581
26	10.778741133333334	10.888714	455458	10.84604	11.008628	1.845457	0.0	0.016883	6.8574	163.441833	7.830367	0.012492	0.17015	0.289823
26	10.778741133333334	10.888714	314811	10.818703	10.08644	0.769114	0.0	0.020747	3.92797	24.824142	8.183201	0.015867	0.071091	0.205086
26	10.778741133333334	10.888714	425468	10.87345	11.343323	5.757887	2.016308	0.024245	9.240974	101.01992	8.490968	0.021462	0.529536	0.340182
26	10.778741133333334	10.888714	375123	10.851818	10.993824	6.01826	0.067439	0.0259	7.514867	75.029495	8.325934	0.033922	0.554585	0.183264
26	10.778741133333334	10.888714	211643	10.836429	10.238004	5.924407	2.867845	0.026418	5.878258	11.90594	8.03745	0.054575	0.546712	0.440823
27	10.888714	11.014403933333332	449304	10.897387	10.656019	0.00294	0.0	0.013127	7.989764	190.554398	7.249978	1.5e-05	0.00027	0.016609
27	10.888714	11.014403933333332	214731	10.966964	9.764586	0.011948	0.0	0.01219	6.38367	20.277252	7.762817	9.3e-05	0.001089	0.022066
