# ids, mstar, gas_mass, sfr, sfr_compact, gas_Z, rstar, rgas
3.236360000000000000e+05,9.481088638305664062e+00,8.483559608459472656e+00,1.076533555984497070e+00,6.243031620979309082e-01,7.012910395860671997e-02,2.252829074859619141e-01,4.278288781642913818e-01
3.272260000000000000e+05,1.153493309020996094e+01,1.168515777587890625e+01,6.867437809705734253e-02,1.554466318339109421e-02,1.072267815470695496e-02,9.362187385559082031e+00,3.279180603027343750e+02
3.272280000000000000e+05,9.376408576965332031e+00,9.776991844177246094e+00,1.828471273183822632e-01,1.383734494447708130e-01,9.648649021983146667e-03,6.327654361724853516e+00,1.788750648498535156e+01
3.272290000000000000e+05,9.163043975830078125e+00,9.800054550170898438e+00,2.886216342449188232e-01,1.164836734533309937e-01,7.957231253385543823e-03,3.541528224945068359e+00,1.922937202453613281e+01
3.272300000000000000e+05,9.878776550292968750e+00,8.185410499572753906e+00,2.533656060695648193e-01,2.533656060695648193e-01,6.004715338349342346e-02,2.889435291290283203e+00,4.690625071525573730e-01
3.303140000000000000e+05,1.116734313964843750e+01,1.144940948486328125e+01,8.110319137573242188e+00,1.785603165626525879e+00,2.897893823683261871e-02,8.164834976196289062e+00,2.232962036132812500e+02
3.303150000000000000e+05,1.091578578948974609e+01,1.114469528198242188e+01,1.762001419067382812e+01,6.439958572387695312e+00,2.617701515555381775e-02,9.070135116577148438e+00,6.959479522705078125e+01
3.303160000000000000e+05,1.094774723052978516e+01,1.081736469268798828e+01,7.812851428985595703e+00,2.481987774372100830e-01,2.337037026882171631e-02,9.822116851806640625e+00,3.555799102783203125e+01
3.303170000000000000e+05,1.022076034545898438e+01,1.022243118286132812e+01,2.685746908187866211e+00,4.510501027107238770e-01,1.827835105359554291e-02,5.621037006378173828e+00,1.446642684936523438e+01
3.303180000000000000e+05,9.599477767944335938e+00,9.905494689941406250e+00,6.573244333267211914e-01,2.203831970691680908e-01,1.506987772881984711e-02,3.621965408325195312e+00,1.497974014282226562e+01
3.303200000000000000e+05,9.206889152526855469e+00,9.260329246520996094e+00,7.864490151405334473e-02,4.696492105722427368e-02,1.523447223007678986e-02,2.121088981628417969e+00,1.921847152709960938e+01
3.303210000000000000e+05,9.785947799682617188e+00,8.901046752929687500e+00,1.761131733655929565e-01,1.740072667598724365e-01,4.120922833681106567e-02,2.670518875122070312e+00,4.620193958282470703e+00
3.303260000000000000e+05,9.055562973022460938e+00,8.688145637512207031e+00,1.068706586956977844e-01,1.058762148022651672e-01,2.086910046637058258e-02,6.582919359207153320e-01,7.973246097564697266e+00
3.303290000000000000e+05,9.318144798278808594e+00,8.861947059631347656e+00,1.023787379264831543e+00,5.814325213432312012e-01,7.012848556041717529e-02,3.765980601310729980e-01,1.731777191162109375e+00
3.303390000000000000e+05,9.117475509643554688e+00,8.355675697326660156e+00,6.453508734703063965e-01,3.168467283248901367e-01,6.506999582052230835e-02,2.887845635414123535e-01,3.861055970191955566e-01
3.333520000000000000e+05,1.140509605407714844e+01,1.150402832031250000e+01,1.984607696533203125e+00,4.839576184749603271e-01,2.979655936360359192e-02,9.924276351928710938e+00,3.095497131347656250e+02
3.333530000000000000e+05,1.084448432922363281e+01,9.352800369262695312e+00,1.660338491201400757e-01,0.000000000000000000e+00,2.094923518598079681e-02,3.174865484237670898e+00,1.199616527557373047e+01
3.333540000000000000e+05,9.298221588134765625e+00,9.483408927917480469e+00,9.170855581760406494e-02,3.190097212791442871e-02,1.281568873673677444e-02,2.801608085632324219e+00,1.469719791412353516e+01
3.333550000000000000e+05,9.380294799804687500e+00,9.460316658020019531e+00,1.245006546378135681e-01,9.411315619945526123e-02,1.764194853603839874e-02,2.720913648605346680e+00,9.168534278869628906e+00
3.333570000000000000e+05,9.392569541931152344e+00,7.744922161102294922e+00,7.974434643983840942e-03,7.974434643983840942e-03,5.282761156558990479e-02,2.704330444335937500e+00,2.076146602630615234e+00
3.365930000000000000e+05,1.141186904907226562e+01,1.162646102905273438e+01,9.008823394775390625e+00,1.761833071708679199e+00,2.705333754420280457e-02,8.807731628417968750e+00,2.827387084960937500e+02
3.365940000000000000e+05,1.008143424987792969e+01,1.068518733978271484e+01,3.054143667221069336e+00,7.957396507263183594e-01,1.736326888203620911e-02,5.757567882537841797e+00,4.103913879394531250e+01
3.365950000000000000e+05,1.048657798767089844e+01,1.033367633819580078e+01,1.164163112640380859e+00,7.759199738502502441e-01,2.685304358601570129e-02,7.234006881713867188e+00,2.197993278503417969e+01
3.365960000000000000e+05,9.995385169982910156e+00,9.281577110290527344e+00,2.385787814855575562e-01,1.448362320661544800e-01,1.395544596016407013e-02,1.615163207054138184e+00,1.130331993103027344e+01
3.365970000000000000e+05,9.579560279846191406e+00,1.015982532501220703e+01,8.690537214279174805e-01,2.750517427921295166e-01,1.310049369931221008e-02,3.946041584014892578e+00,2.053308677673339844e+01
3.365980000000000000e+05,9.024415969848632812e+00,9.428303718566894531e+00,5.465962365269660950e-02,7.616607937961816788e-03,1.232389546930789948e-02,2.149675846099853516e+00,1.025078868865966797e+01
3.365990000000000000e+05,9.429409027099609375e+00,8.748723030090332031e+00,7.641956210136413574e-02,7.631790637969970703e-02,1.887940801680088043e-02,3.284939289093017578e+00,5.522088050842285156e+00
3.366000000000000000e+05,9.246344566345214844e+00,8.926702499389648438e+00,1.620012670755386353e-01,1.607313603162765503e-01,2.047426998615264893e-02,2.654875993728637695e+00,1.162415981292724609e+01
3.400310000000000000e+05,1.123051452636718750e+01,1.156118965148925781e+01,1.001137542724609375e+01,5.855399370193481445e-01,2.746145986020565033e-02,1.004165363311767578e+01,2.641311950683593750e+02
3.400320000000000000e+05,1.097698116302490234e+01,1.103568744659423828e+01,6.397730827331542969e+00,1.591775715351104736e-01,2.285959385335445404e-02,9.475757598876953125e+00,5.154909515380859375e+01
3.400330000000000000e+05,9.745816230773925781e+00,9.913500785827636719e+00,3.498902916908264160e-01,3.363655507564544678e-01,1.245528180152177811e-02,5.529577255249023438e+00,1.561380577087402344e+01
3.400340000000000000e+05,9.867358207702636719e+00,9.055710792541503906e+00,5.321583151817321777e-01,4.457808732986450195e-01,2.359690703451633453e-02,3.040560960769653320e+00,3.623438358306884766e+00
3.400360000000000000e+05,9.441068649291992188e+00,9.223277091979980469e+00,8.778028190135955811e-02,2.448193542659282684e-02,1.825510151684284210e-02,1.566032767295837402e+00,9.229401588439941406e+00
3.400370000000000000e+05,9.242092132568359375e+00,9.185727119445800781e+00,1.247511655092239380e-01,8.319179713726043701e-02,1.807459443807601929e-02,1.901425123214721680e+00,6.383671760559082031e+00
3.400410000000000000e+05,9.680282592773437500e+00,9.112989425659179688e+00,2.115613460540771484e+00,5.974171757698059082e-01,6.342303007841110229e-02,2.459739148616790771e-01,1.517093658447265625e+00
3.400420000000000000e+05,9.608908653259277344e+00,8.644351005554199219e+00,4.930785298347473145e-01,2.977521419525146484e-01,8.387199044227600098e-02,4.481049776077270508e-01,1.314294338226318359e+00
3.400440000000000000e+05,9.515714645385742188e+00,8.569175720214843750e+00,1.218755245208740234e+00,4.058268666267395020e-01,7.840240746736526489e-02,1.877647936344146729e-01,5.300169587135314941e-01
3.400490000000000000e+05,9.200176239013671875e+00,8.097952842712402344e+00,4.220725297927856445e-01,2.382936775684356689e-01,4.529704898595809937e-02,2.214220166206359863e-01,2.768056690692901611e-01
3.400530000000000000e+05,9.166497230529785156e+00,8.241947174072265625e+00,3.270816802978515625e-01,1.481699347496032715e-01,7.629352807998657227e-02,2.781220972537994385e-01,4.413924515247344971e-01
3.400560000000000000e+05,9.059823036193847656e+00,8.139320373535156250e+00,3.828183710575103760e-01,1.732580512762069702e-01,6.480728834867477417e-02,2.452724128961563110e-01,3.226389288902282715e-01
3.400580000000000000e+05,9.019862174987792969e+00,8.658577919006347656e+00,9.426868557929992676e-01,4.315792918205261230e-01,6.326901167631149292e-02,3.248093128204345703e-01,5.488657355308532715e-01
3.429800000000000000e+05,1.136947250366210938e+01,1.140111637115478516e+01,1.231666755676269531e+01,1.564040541648864746e+00,2.073979564011096954e-02,1.193599700927734375e+01,1.220325698852539062e+02
3.429810000000000000e+05,1.098608970642089844e+01,1.089492607116699219e+01,3.626175224781036377e-01,0.000000000000000000e+00,2.117946743965148926e-02,3.009070158004760742e+00,8.837921905517578125e+01
3.429820000000000000e+05,9.932310104370117188e+00,7.666737079620361328e+00,1.178139448165893555e-02,2.504829317331314087e-03,1.153159886598587036e-02,1.646262764930725098e+00,2.691820859909057617e+00
3.429830000000000000e+05,9.489841461181640625e+00,9.276605606079101562e+00,4.574933052062988281e-01,2.626855671405792236e-01,1.586774736642837524e-02,2.057605266571044922e+00,5.725663185119628906e+00
3.429840000000000000e+05,9.345072746276855469e+00,8.921383857727050781e+00,2.539362013339996338e-02,2.539362013339996338e-02,1.517883967608213425e-02,3.205243349075317383e+00,2.004813385009765625e+01
3.429860000000000000e+05,9.331313133239746094e+00,8.884125709533691406e+00,4.957972466945648193e-02,4.842201247811317444e-02,2.105336822569370270e-02,1.606504678726196289e+00,8.694064140319824219e+00
3.429870000000000000e+05,9.295974731445312500e+00,9.019718170166015625e+00,1.251775771379470825e-01,1.170649081468582153e-01,1.564594544470310211e-02,1.891668558120727539e+00,9.915437698364257812e+00
3.450590000000000000e+05,1.156049919128417969e+01,1.146511840820312500e+01,7.068831920623779297e+00,4.688064157962799072e-01,3.113817051053047180e-02,1.444897270202636719e+01,2.383538055419921875e+02
3.450600000000000000e+05,1.042578983306884766e+01,9.938548088073730469e+00,7.045930027961730957e-01,4.864509403705596924e-01,2.542045898735523224e-02,7.219743251800537109e+00,1.213374710083007812e+01
3.450610000000000000e+05,9.925386428833007812e+00,1.004183959960937500e+01,6.759937405586242676e-01,6.280116438865661621e-01,1.777385361492633820e-02,5.136973857879638672e+00,2.859855079650878906e+01
3.450620000000000000e+05,9.245189666748046875e+00,9.892461776733398438e+00,1.403770446777343750e-01,6.331002712249755859e-02,1.041316799819469452e-02,3.616539478302001953e+00,1.988918685913085938e+01
3.450630000000000000e+05,9.445121765136718750e+00,9.480778694152832031e+00,6.352087855339050293e-02,5.218125507235527039e-02,1.676339097321033478e-02,4.415417671203613281e+00,1.083234405517578125e+01
3.450640000000000000e+05,9.321754455566406250e+00,9.038750648498535156e+00,8.874565362930297852e-02,8.843741565942764282e-02,1.686306297779083252e-02,4.071972370147705078e+00,9.147239685058593750e+00
3.450650000000000000e+05,9.852446556091308594e+00,8.215771675109863281e+00,7.813416123390197754e-01,4.965566396713256836e-01,9.507429599761962891e-02,2.625585496425628662e-01,3.149792850017547607e-01
3.450660000000000000e+05,9.058311462402343750e+00,8.990974426269531250e+00,4.596831649541854858e-02,4.474772885441780090e-02,1.844477280974388123e-02,1.764484882354736328e+00,1.028195381164550781e+01
3.471680000000000000e+05,1.144143009185791016e+01,1.152222156524658203e+01,8.371218681335449219e+00,2.010683059692382812e+00,2.263913676142692566e-02,1.523658180236816406e+01,2.523704223632812500e+02
3.471690000000000000e+05,1.091090202331542969e+01,1.049289417266845703e+01,3.079479932785034180e+00,7.422322034835815430e-01,2.727829478681087494e-02,9.533113479614257812e+00,2.706051254272460938e+01
3.471700000000000000e+05,1.023575305938720703e+01,1.001088714599609375e+01,1.032272338867187500e+00,2.842786908149719238e-01,2.316835522651672363e-02,2.875616550445556641e+00,1.588671112060546875e+01
3.471710000000000000e+05,9.667092323303222656e+00,9.789456367492675781e+00,6.661204695701599121e-01,5.241298079490661621e-01,1.590011455118656158e-02,3.768987655639648438e+00,1.321791362762451172e+01
3.471750000000000000e+05,9.117663383483886719e+00,8.342355728149414062e+00,5.790394544601440430e-01,2.431579083204269409e-01,5.416348949074745178e-02,2.206610590219497681e-01,3.730066120624542236e-01
3.490360000000000000e+05,1.146310138702392578e+01,1.155086898803710938e+01,1.137792110443115234e+01,8.577401638031005859e-01,2.209511958062648773e-02,1.595837974548339844e+01,2.579494934082031250e+02
3.490370000000000000e+05,1.021837711334228516e+01,1.012885761260986328e+01,7.745606899261474609e-01,1.699959933757781982e-01,2.106953039765357971e-02,6.393795013427734375e+00,1.905740165710449219e+01
3.490380000000000000e+05,9.603067398071289062e+00,1.001948070526123047e+01,4.145420193672180176e-01,2.398417592048645020e-01,1.218388974666595459e-02,7.508141040802001953e+00,1.599286270141601562e+01
3.490390000000000000e+05,9.237393379211425781e+00,9.147047042846679688e+00,4.053619876503944397e-02,1.402826141566038132e-02,1.562422513961791992e-02,3.106834173202514648e+00,9.131173133850097656e+00
3.490410000000000000e+05,9.173876762390136719e+00,8.929499626159667969e+00,5.000966787338256836e-02,4.724346846342086792e-02,1.616537012159824371e-02,2.803020954132080078e+00,9.249352455139160156e+00
3.490420000000000000e+05,9.638264656066894531e+00,7.886885166168212891e+00,4.180144667625427246e-01,2.984645068645477295e-01,8.151368051767349243e-02,1.734470278024673462e-01,1.958906352519989014e-01
3.514130000000000000e+05,1.126190948486328125e+01,1.156881713867187500e+01,6.578572988510131836e-01,0.000000000000000000e+00,2.145043201744556427e-02,1.820942163467407227e+00,3.085071105957031250e+02
3.514140000000000000e+05,9.026091575622558594e+00,8.503350257873535156e+00,1.835293509066104889e-02,1.835293509066104889e-02,1.892163418233394623e-02,2.196162462234497070e+00,7.864135742187500000e+00
3.537530000000000000e+05,1.119538784027099609e+01,1.136451721191406250e+01,1.586899042129516602e+00,8.775835158303380013e-04,1.727941446006298065e-02,4.183879852294921875e+00,2.977201232910156250e+02
3.537540000000000000e+05,1.068664550781250000e+01,1.059487533569335938e+01,5.443595409393310547e+00,3.035725831985473633e+00,2.524396218359470367e-02,5.563084602355957031e+00,5.645527267456054688e+01
3.537550000000000000e+05,9.465905189514160156e+00,1.008248043060302734e+01,7.410773038864135742e-01,2.151114493608474731e-01,1.666151173412799835e-02,2.774842023849487305e+00,1.932678985595703125e+01
3.537560000000000000e+05,9.131399154663085938e+00,9.852093696594238281e+00,2.034408897161483765e-01,9.241986274719238281e-02,7.015007082372903824e-03,4.975333690643310547e+00,1.923907852172851562e+01
3.537570000000000000e+05,9.249474525451660156e+00,9.135560989379882812e+00,2.554774656891822815e-02,1.706254668533802032e-02,1.800562627613544464e-02,2.509820222854614258e+00,8.334463119506835938e+00
3.567570000000000000e+05,1.146862125396728516e+01,1.142536926269531250e+01,2.353885173797607422e+00,3.146949782967567444e-02,2.819534204900264740e-02,1.088610839843750000e+01,2.507118225097656250e+02
3.567580000000000000e+05,9.355901718139648438e+00,1.011795425415039062e+01,6.202990412712097168e-01,1.024159193038940430e-01,9.651775471866130829e-03,5.061022281646728516e+00,2.928404617309570312e+01
3.567590000000000000e+05,9.378290176391601562e+00,9.837089538574218750e+00,1.547738611698150635e-01,3.667640313506126404e-02,1.362662483006715775e-02,2.619861841201782227e+00,1.254443454742431641e+01
3.567600000000000000e+05,9.506275177001953125e+00,9.362204551696777344e+00,1.152872070670127869e-01,9.540387243032455444e-02,1.782721281051635742e-02,2.262983322143554688e+00,1.632959938049316406e+01
3.567620000000000000e+05,9.762822151184082031e+00,8.554096221923828125e+00,1.150217056274414062e+00,8.840965032577514648e-01,5.275870487093925476e-02,4.104354977607727051e-01,5.530895590782165527e-01
3.567630000000000000e+05,9.606684684753417969e+00,8.499094009399414062e+00,9.459208846092224121e-01,4.981092214584350586e-01,5.513101071119308472e-02,1.924741417169570923e-01,6.476036310195922852e-01
3.567640000000000000e+05,9.576186180114746094e+00,8.656425476074218750e+00,7.959672212600708008e-01,5.311450958251953125e-01,4.324386641383171082e-02,3.629178702831268311e-01,9.009222984313964844e-01
3.567680000000000000e+05,9.261831283569335938e+00,8.522366523742675781e+00,9.233937859535217285e-01,3.264070153236389160e-01,5.179570615291595459e-02,2.124325037002563477e-01,4.580163061618804932e-01
3.584570000000000000e+05,1.126727104187011719e+01,1.152921104431152344e+01,1.160873508453369141e+01,1.391742825508117676e-01,3.348215669393539429e-02,6.201245307922363281e+00,2.995355834960937500e+02
3.584580000000000000e+05,1.006801509857177734e+01,1.029648208618164062e+01,1.747634530067443848e+00,6.959091424942016602e-01,1.898384653031826019e-02,5.636313915252685547e+00,2.955061912536621094e+01
3.584590000000000000e+05,1.009532356262207031e+01,9.704538345336914062e+00,7.212015986442565918e-01,3.117127716541290283e-01,2.089379169046878815e-02,2.145136594772338867e+00,9.836223602294921875e+00
3.584610000000000000e+05,9.346753120422363281e+00,8.379800796508789062e+00,2.050821110606193542e-02,2.046007476747035980e-02,2.985454536974430084e-02,1.592007517814636230e+00,6.767646789550781250e+00
3.584640000000000000e+05,9.408316612243652344e+00,8.567085266113281250e+00,3.022287413477897644e-02,2.517905645072460175e-02,2.579542994499206543e-02,1.559084534645080566e+00,6.424833774566650391e+00
3.612220000000000000e+05,1.037794113159179688e+01,1.026313495635986328e+01,1.104490995407104492e+00,2.944784164428710938e-01,1.744045130908489227e-02,2.850323438644409180e+00,2.819042778015136719e+01
3.612230000000000000e+05,1.024725627899169922e+01,1.044700622558593750e+01,1.993520855903625488e+00,8.781330585479736328e-01,1.854771748185157776e-02,1.043683052062988281e+01,2.554733276367187500e+01
3.612240000000000000e+05,9.849370002746582031e+00,9.720712661743164062e+00,1.049619078636169434e+00,3.201353251934051514e-01,2.275131642818450928e-02,2.840448617935180664e+00,8.933234214782714844e+00
3.635540000000000000e+05,1.120316123962402344e+01,1.151980686187744141e+01,4.761489391326904297e+00,3.502657413482666016e+00,2.665348723530769348e-02,1.311477088928222656e+01,2.366264495849609375e+02
3.635550000000000000e+05,1.020061302185058594e+01,1.049714183807373047e+01,1.838469982147216797e+00,5.344606041908264160e-01,1.975538395345211029e-02,1.150075721740722656e+01,2.844593429565429688e+01
3.635560000000000000e+05,1.063346862792968750e+01,9.560036659240722656e+00,5.741230010986328125e+00,4.962980270385742188e+00,4.084246978163719177e-02,2.909307241439819336e+00,2.822070121765136719e+00
3.635570000000000000e+05,9.159119606018066406e+00,9.450778961181640625e+00,2.283550500869750977e-01,1.762689799070358276e-01,2.170921117067337036e-02,2.783184945583343506e-01,1.383491992950439453e+01
3.653540000000000000e+05,1.145144176483154297e+01,1.143092155456542969e+01,3.000404596328735352e+00,6.055815219879150391e-01,2.600043639540672302e-02,7.295094013214111328e+00,2.255916290283203125e+02
3.653550000000000000e+05,9.702274322509765625e+00,9.615772247314453125e+00,1.800769269466400146e-01,5.975108221173286438e-02,2.470136992633342743e-02,2.306216478347778320e+00,1.076061916351318359e+01
3.653560000000000000e+05,9.419679641723632812e+00,8.284458160400390625e+00,2.395082451403141022e-02,2.391803823411464691e-02,3.035160899162292480e-02,1.845852732658386230e+00,4.080987453460693359e+00
3.668260000000000000e+05,1.125142860412597656e+01,1.146536159515380859e+01,2.029316139221191406e+01,1.733452796936035156e+01,2.024532668292522430e-02,1.219134807586669922e+01,2.412047576904296875e+02
3.668270000000000000e+05,1.027886867523193359e+01,9.960949897766113281e+00,5.061521530151367188e-01,1.926550865173339844e-01,2.389121428132057190e-02,1.522064924240112305e+00,2.391050529479980469e+01
3.668280000000000000e+05,1.012487983703613281e+01,9.933718681335449219e+00,4.987119138240814209e-01,4.086515009403228760e-01,1.977677829563617706e-02,6.268522262573242188e+00,2.004524230957031250e+01
3.668290000000000000e+05,9.472005844116210938e+00,9.688689231872558594e+00,6.396777033805847168e-01,3.603421151638031006e-01,1.090611144900321960e-02,5.152924060821533203e+00,1.029407405853271484e+01
3.668300000000000000e+05,9.320187568664550781e+00,9.432662963867187500e+00,2.746813893318176270e-01,1.848732382059097290e-01,1.578241027891635895e-02,2.680944681167602539e+00,1.144463348388671875e+01
3.668310000000000000e+05,9.663530349731445312e+00,7.803124427795410156e+00,7.888845168054103851e-03,7.888845168054103851e-03,2.989596873521804810e-02,1.706202983856201172e+00,2.438978433609008789e+00
3.668320000000000000e+05,9.289699554443359375e+00,8.187842369079589844e+00,7.723724935203790665e-03,7.723724935203790665e-03,3.222916275262832642e-02,4.081777572631835938e+00,3.574111938476562500e+00
3.691490000000000000e+05,1.136853981018066406e+01,1.128221797943115234e+01,2.362082242965698242e+00,8.063134551048278809e-01,2.594778686761856079e-02,1.148799896240234375e+01,2.930348815917968750e+02
3.691510000000000000e+05,9.135663032531738281e+00,9.261546134948730469e+00,1.206238791346549988e-01,9.262812137603759766e-02,1.488716062158346176e-02,2.037602186203002930e+00,1.225422191619873047e+01
3.714510000000000000e+05,1.094839096069335938e+01,1.102676391601562500e+01,9.508980810642242432e-02,0.000000000000000000e+00,1.899594999849796295e-02,3.064700603485107422e+00,2.437967987060546875e+02
3.714520000000000000e+05,1.070398712158203125e+01,1.055994510650634766e+01,9.201605916023254395e-01,1.654431689530611038e-04,2.137049287557601929e-02,4.986520290374755859e+00,1.362624664306640625e+02
3.714530000000000000e+05,1.047709751129150391e+01,1.072496795654296875e+01,6.358786106109619141e+00,1.338369011878967285e+00,1.695420220494270325e-02,9.938218116760253906e+00,3.007645034790039062e+01
3.714540000000000000e+05,9.820966720581054688e+00,9.991223335266113281e+00,5.977132916450500488e-01,1.262712031602859497e-01,2.009228803217411041e-02,3.795628786087036133e+00,1.819894218444824219e+01
3.714550000000000000e+05,9.604373931884765625e+00,9.994077682495117188e+00,3.972617387771606445e-01,1.063949465751647949e-01,1.318142842501401901e-02,6.133219242095947266e+00,1.999866294860839844e+01
3.714570000000000000e+05,9.055688858032226562e+00,8.756203651428222656e+00,2.540217339992523193e-02,2.452096156775951385e-02,1.636954024434089661e-02,1.947414636611938477e+00,9.943922042846679688e+00
3.738820000000000000e+05,1.109398365020751953e+01,1.117942333221435547e+01,1.358779907226562500e+00,1.922964863479137421e-02,3.505147621035575867e-02,1.168612194061279297e+01,2.331006011962890625e+02
3.738830000000000000e+05,1.089710617065429688e+01,1.069147396087646484e+01,1.085553765296936035e+00,9.631724655628204346e-02,2.072713151574134827e-02,7.344829082489013672e+00,5.110731887817382812e+01
3.738840000000000000e+05,9.454694747924804688e+00,1.014280796051025391e+01,2.858594357967376709e-01,8.016861230134963989e-02,1.219923421740531921e-02,4.306934356689453125e+00,2.840687751770019531e+01
3.738850000000000000e+05,9.647871971130371094e+00,1.004213047027587891e+01,4.163491725921630859e-01,3.518404066562652588e-01,1.240492891520261765e-02,5.577188014984130859e+00,1.729444122314453125e+01
3.738860000000000000e+05,9.170654296875000000e+00,9.769183158874511719e+00,6.041530966758728027e-01,2.560107707977294922e-01,1.036321558058261871e-02,2.211480617523193359e+00,1.248529052734375000e+01
3.738870000000000000e+05,9.095815658569335938e+00,8.871969223022460938e+00,1.730090565979480743e-02,1.724363677203655243e-02,2.954308502376079559e-02,2.151338815689086914e+00,1.252457046508789062e+01
3.758560000000000000e+05,1.142097377777099609e+01,1.128400421142578125e+01,9.923294186592102051e-01,2.375534176826477051e-01,3.206712380051612854e-02,1.060482120513916016e+01,2.353760833740234375e+02
3.758570000000000000e+05,1.027256202697753906e+01,9.632957458496093750e+00,1.211899518966674805e-01,1.013222634792327881e-01,2.668734639883041382e-02,1.848183274269104004e+00,1.358164978027343750e+01
3.771470000000000000e+05,1.128262710571289062e+01,1.131169128417968750e+01,4.010347127914428711e-01,1.991256140172481537e-03,4.167265444993972778e-02,6.819144725799560547e+00,2.312859497070312500e+02
3.771480000000000000e+05,1.035627841949462891e+01,1.046215343475341797e+01,3.617380619049072266e+00,2.937485218048095703e+00,2.376619353890419006e-02,4.670753479003906250e+00,4.061104965209960938e+01
3.771490000000000000e+05,9.403006553649902344e+00,9.837353706359863281e+00,4.218034744262695312e-01,3.077777922153472900e-01,1.632220670580863953e-02,5.150811195373535156e+00,2.209780693054199219e+01
3.771500000000000000e+05,9.492245674133300781e+00,9.489225387573242188e+00,2.230730652809143066e-01,1.274736672639846802e-01,2.228031679987907410e-02,1.542371273040771484e+00,1.604856300354003906e+01
3.771510000000000000e+05,9.463017463684082031e+00,9.114304542541503906e+00,4.383979737758636475e-02,1.972898282110691071e-02,2.104461938142776489e-02,1.347836256027221680e+00,9.312205314636230469e+00
3.790040000000000000e+05,1.106563377380371094e+01,1.108899402618408203e+01,7.815149784088134766e+00,2.896956920623779297e+00,3.229216113686561584e-02,8.033775329589843750e+00,1.994476623535156250e+02
3.790050000000000000e+05,1.092483711242675781e+01,1.043455219268798828e+01,4.894206523895263672e-01,0.000000000000000000e+00,1.548072136938571930e-02,3.722342014312744141e+00,3.578638458251953125e+01
3.790060000000000000e+05,1.034233951568603516e+01,1.053808403015136719e+01,1.784877896308898926e+00,1.420547664165496826e-01,2.113553136587142944e-02,2.244411945343017578e+00,5.590790939331054688e+01
3.790070000000000000e+05,9.886616706848144531e+00,1.034625244140625000e+01,6.335600018501281738e-01,2.054936289787292480e-01,1.451082248240709305e-02,6.759136676788330078e+00,2.565433120727539062e+01
3.808390000000000000e+05,1.110345172882080078e+01,1.122953224182128906e+01,1.127822399139404297e+01,4.544181823730468750e-01,2.032686397433280945e-02,1.341186428070068359e+01,8.948377990722656250e+01
3.808400000000000000e+05,1.081302833557128906e+01,1.044758319854736328e+01,2.535248517990112305e+00,6.415741145610809326e-02,2.753158845007419586e-02,8.572540283203125000e+00,2.787665748596191406e+01
3.808410000000000000e+05,9.706131935119628906e+00,9.574299812316894531e+00,1.440742611885070801e-01,6.712004542350769043e-02,2.309250459074974060e-02,1.056849360466003418e+00,1.417129611968994141e+01
3.808420000000000000e+05,9.328030586242675781e+00,9.056221008300781250e+00,6.036430224776268005e-02,5.478524416685104370e-02,1.772423833608627319e-02,2.743817090988159180e+00,8.173833847045898438e+00
3.808440000000000000e+05,9.340890884399414062e+00,9.390545845031738281e+00,2.419958829879760742e+00,7.832997441291809082e-01,4.056192561984062195e-02,2.803862392902374268e-01,6.718889236450195312e+00
3.808450000000000000e+05,9.427945137023925781e+00,8.765196800231933594e+00,1.253528475761413574e+00,6.393228173255920410e-01,4.251001030206680298e-02,2.424189299345016479e-01,1.035443902015686035e+00
3.828920000000000000e+05,1.127846717834472656e+01,1.118852519989013672e+01,1.928550243377685547e+00,4.465345665812492371e-02,3.036397695541381836e-02,7.636929512023925781e+00,2.766165161132812500e+02
3.828940000000000000e+05,9.033459663391113281e+00,8.414560317993164062e+00,2.703927271068096161e-02,2.684745192527770996e-02,1.760371401906013489e-02,2.102318048477172852e+00,4.336244583129882812e+00
3.849390000000000000e+05,1.109213447570800781e+01,1.079123115539550781e+01,4.468703176826238632e-03,0.000000000000000000e+00,2.849179506301879883e-02,5.060679435729980469e+00,2.528405456542968750e+02
3.849400000000000000e+05,1.104214668273925781e+01,1.064417171478271484e+01,2.682534217834472656e+00,5.188320875167846680e-01,3.232903406023979187e-02,1.420328235626220703e+01,3.718248748779296875e+01
3.849410000000000000e+05,9.855409622192382812e+00,9.796988487243652344e+00,1.954401880502700806e-01,1.886686086654663086e-01,2.282905019819736481e-02,3.694882631301879883e+00,1.464305019378662109e+01
3.865240000000000000e+05,1.129981422424316406e+01,1.115156650543212891e+01,2.809789896011352539e+00,8.884131908416748047e-01,3.257396072149276733e-02,9.256631851196289062e+00,2.507877349853515625e+02
3.865250000000000000e+05,1.055682373046875000e+01,1.045341491699218750e+01,1.152144432067871094e+00,7.571923732757568359e-01,1.967049948871135712e-02,4.252797603607177734e+00,7.684186553955078125e+01
3.865290000000000000e+05,9.425580024719238281e+00,8.391137123107910156e+00,8.296400308609008789e-03,8.259999565780162811e-03,2.679500728845596313e-02,1.936242938041687012e+00,5.935920715332031250e+00
3.879550000000000000e+05,1.101550674438476562e+01,1.116668319702148438e+01,1.802751064300537109e+00,5.305894836783409119e-02,1.397400069981813431e-02,6.547029018402099609e+00,2.197161865234375000e+02
3.879560000000000000e+05,1.089063262939453125e+01,9.028266906738281250e+00,3.339573368430137634e-02,0.000000000000000000e+00,2.204553410410881042e-02,4.231242179870605469e+00,1.172520446777343750e+01
