gal_id,los,popt_2par,popt_4par,rmse_2par,rmse_4par,success_2par,success_4par
505673.0,2.0,[ 4.0484825  -0.29526143],[ 4.4659008  -1.7931904  -0.77392827  0.0700622 ],0.1120460143441142,0.11101977148233075,True,True
213201.0,9.0,[ 9.01615314 -0.94899309],[32.77612677 -1.8204469   0.20193445  0.20151612],0.39368113366237956,0.26263635516051254,True,True
213201.0,19.0,[ 7.41780738 -0.80246901],[30.05566312  1.72539649  0.57343172  0.13967064],0.37201993119578863,0.22522251098048876,True,True
213201.0,17.0,[ 6.66538929 -0.75920893],[22.68503516 -1.76306072  0.16867852  0.13837601],0.2716674110560871,0.1993744313182597,True,True
213201.0,1.0,[ 1.00003147 -1.21362563],[73.442118   -1.83649046  0.6967593   0.3241637 ],2.5598146250246363,0.4422523476920385,True,True
537271.0,21.0,[ 9.33226612 -0.69246246],[ 5.13283375e+02 -1.92562279e+00  1.67141099e+01  7.56958721e-02],0.6037711240967999,0.2111656889527406,True,True
537271.0,44.0,[ 4.04208973 -0.09367648],[2.99046422 1.7114443  0.15231891 0.04285227],0.10762912557197139,0.07611465759349775,True,True
537271.0,10.0,[ 4.13078124 -0.10185919],[ 2.5188832   1.61645376 -0.34848189  0.0455502 ],0.10772082304017665,0.0783457109758542,True,True
537271.0,43.0,[ 5.42183239 -0.45588749],[22.28990361  1.82685024  2.29558778  0.07578887],0.18292956631198135,0.16112403010883067,True,True
537271.0,3.0,[ 4.18064321 -0.18227279],[ 2.37501317  1.50481366 -1.00590003  0.05828853],0.0992714848660499,0.08936306609133457,True,True
537271.0,29.0,[ 7.29088319 -0.56211077],[2.19526824e+02 1.86826828e+00 1.24311802e+01 6.73836745e-02],0.3622589601632537,0.181493371120693,True,True
537271.0,30.0,[ 7.8035626 -0.6453528],[ 1.91170354e+02 -1.82065732e+00  9.96428999e+00  7.71468816e-02],0.41136713089979104,0.21037054987245254,True,True
507377.0,0.0,[ 6.94017284 -0.27440497],[1.48500735e+04 6.59995337e+00 7.94864852e+03 2.39416266e-02],0.38224231699000194,0.08796066567401974,True,True
507377.0,39.0,[ 7.01558268 -0.29317207],[1.11413897e+04 6.50980604e+00 5.74864694e+03 2.79544916e-02],0.3577280330566615,0.10495487470235607,True,True
507377.0,33.0,[ 6.58659737 -0.27959982],[1.20070649e+04 6.49138395e+00 6.34824482e+03 2.03163632e-02],0.36681871063464416,0.0936201048693914,True,True
507377.0,29.0,[ 8.67397352 -0.49891492],[9.12026902e+02 1.93553871e+00 2.11915273e+01 6.97416253e-02],0.507042691033443,0.14464173333204833,True,True
507377.0,30.0,[ 5.7067842  -0.19062781],[2.59049205e+04 7.33832272e+00 2.02204692e+04 2.08230307e-02],0.2677411374670543,0.0851934823124135,True,True
507377.0,22.0,[ 5.91075088 -0.16884847],[3.18399002e+04 7.43610682e+00 2.63654499e+04 2.21310609e-02],0.28578087353980985,0.0786454299969883,True,True
507377.0,34.0,[ 8.16137588 -0.42178668],[5.81255651e+02 3.98947908e+00 1.69164259e+02 4.95312898e-02],0.4433980618355427,0.1339018947605871,True,True
507377.0,26.0,[ 7.36980832 -0.31369797],[7.49725198e+03 6.14209428e+00 3.54828438e+03 3.08410512e-02],0.3846041877890852,0.10866774872746378,True,True
47586.0,46.0,[ 4.79545878 -0.74363251],[ 9.89611353  0.98092116 -1.25699828  0.11669623],0.2809277795832977,0.16629984652860122,True,True
47586.0,24.0,[ 3.90995961 -0.56542344],[ 2.27522804  0.81521351 -1.74291103  0.10938919],0.18065867706519181,0.08284121540505299,True,True
483880.0,9.0,[ 6.40964023 -0.50992763],[2.71747460e+02 1.84093796e+00 1.32868777e+01 5.18317673e-02],0.37630662272137505,0.18347739114471034,True,True
483880.0,40.0,[ 5.50553014 -0.45024632],[4.16186627e+02 1.82364853e+00 1.50743743e+01 4.35434145e-02],0.3254632009896898,0.16239195561681033,True,True
483880.0,1.0,[ 6.60287569 -0.51327362],[3.24965401e+02 1.86025918e+00 1.45102565e+01 5.17496451e-02],0.39464151569862777,0.17739176001170232,True,True
483880.0,33.0,[ 4.31558517 -0.29669391],[3.89056923e+02 1.81968095e+00 1.60905436e+01 3.38807974e-02],0.22531755277578663,0.13293679047388585,True,True
483880.0,22.0,[ 6.10305573 -0.49560196],[3.13123577e+02 1.82882761e+00 1.37416125e+01 4.88751545e-02],0.36409950804491786,0.1832599966044005,True,True
483880.0,35.0,[ 5.33024145 -0.47402979],[ 2.77801645e+02 -1.77330965e+00  1.22339570e+01  4.42385394e-02],0.31361238281875764,0.17549976154750727,True,True
483880.0,0.0,[ 5.76922723 -0.42054837],[3.61358554e+02 1.85019207e+00 1.56777364e+01 4.60544418e-02],0.30498669807912465,0.1472719919150574,True,True
483880.0,32.0,[ 5.6613095  -0.44910526],[4.24450971e+02 1.83889167e+00 1.56168649e+01 4.42819330e-02],0.3316942204215631,0.16649834236891206,True,True
529126.0,19.0,[ 3.06766616 -0.11007036],[6.96860983e+01 7.40391439e+00 4.43200204e+01 5.21741931e-02],0.08315862074078213,0.06270466994467817,True,True
529126.0,9.0,[ 5.43822012 -0.32096795],[17.68523793  1.88048275  3.2158326   0.06916052],0.141328145158017,0.12684387028932256,True,True
529126.0,22.0,[ 4.96286197 -0.27412365],[ 4.5632763   1.79598372 -0.52570327  0.07865624],0.10551864244623207,0.10290616555907722,True,True
677066.0,22.0,[ 3.66911945 -0.13181551],[ 1.46000827  1.26174889 -1.28625698  0.04651248],0.08925817202959714,0.07222345370508002,True,True
677066.0,45.0,[11.73601912 -0.88383558],[53.06423544 -1.95153416  2.34684048  0.2129921 ],0.43078618563633364,0.3304778995870456,True,True
677066.0,39.0,[ 6.9588843  -0.45656172],[21.31162329  1.93385178  2.37520768  0.10217779],0.1743618536320571,0.15236559534613922,True,True
677066.0,30.0,[ 5.54301414 -0.38479965],[13.3496547   1.8796548   1.30194707  0.08291558],0.1442263641328156,0.1292386416870341,True,True
677066.0,26.0,[ 3.51548955 -0.04132649],[3.91387311e+02 1.00648188e+01 5.43999083e+02 4.60342974e-02],0.06420953675035534,0.05656475987817874,True,True
677066.0,18.0,[ 5.13732053 -0.34151937],[8.16461017 1.88007005 0.25464698 0.08231948],0.11372253838381768,0.1085491437880704,True,True
677066.0,28.0,[ 4.90476045 -0.26349209],[ 5.09023349  1.82963692 -0.26430104  0.07449028],0.09976766200541902,0.08906491815918696,True,True
320134.0,12.0,[ 1.97215967 -0.72870093],[ 7.20075294 -1.48543886 -1.5278228   0.0890901 ],0.3266108318321477,0.16704571348698063,True,True
320134.0,29.0,[ 0.56486462 -0.34817639],[13.03603766  3.70710127 -0.49691992  0.0474299 ],0.2279278863747631,0.10643120405373133,True,True
320134.0,45.0,[ 0.02508066 -0.34041214],[14.66718144  3.95352097 -0.44478552  0.04014243],0.252459651993632,0.12719892277067038,True,True
320134.0,37.0,[ 0.13443176 -0.26459964],[17.70264052  4.65283892  0.54452529  0.03456882],0.23771834624591304,0.13766297964427707,True,True
320134.0,10.0,[ 1.90877293 -0.9002983 ],[11.37435602 -1.75628656 -1.55306112  0.11989073],0.4692537257654768,0.23816445827396746,True,True
320134.0,17.0,[ 3.53901856 -1.02051755],[15.4862604  -1.83206336 -1.50000362  0.1724525 ],0.5337861648934399,0.32910289656594915,True,True
320134.0,15.0,[ 1.45958737 -0.78538276],[ 8.28200736 -1.68561135 -1.60389255  0.09813376],0.39417308718306254,0.19317318834217453,True,True
391583.0,43.0,[ 5.10266597 -0.17374645],[2.74150832e+04 7.48313559e+00 2.37519589e+04 1.70218287e-02],0.2321048800702243,0.09300098822499316,True,True
391583.0,4.0,[ 4.55485086 -0.08777858],[1.21111007e+03 1.94647898e+00 2.51133994e+01 2.97125353e-02],0.17725978512736842,0.08888535990033133,True,True
391583.0,25.0,[ 4.99915583 -0.18453421],[7.17793997e+02 1.92539676e+00 2.27942689e+01 3.86135027e-02],0.19211659446807036,0.1003304081554648,True,True
391583.0,45.0,[ 5.74775087 -0.24099143],[2.57650926e+04 7.18383239e+00 1.65989872e+04 1.62936334e-02],0.2967483564202759,0.09529515378749011,True,True
391583.0,49.0,[ 5.80748353 -0.30149672],[6.53245243e+02 4.35814471e+00 3.04572865e+02 2.97848041e-02],0.26655041031405974,0.11718277703683788,True,True
391583.0,12.0,[ 4.5758119  -0.11548658],[1.13359484e+03 1.93810286e+00 2.44740306e+01 3.20356761e-02],0.177086089209967,0.09500425424991042,True,True
391583.0,30.0,[ 5.46056427 -0.23010765],[1.14592080e+03 1.94202834e+00 2.40356548e+01 3.82611283e-02],0.24824477708133288,0.1095188381748409,True,True
391583.0,31.0,[ 7.82935882 -0.3967176 ],[4.00587975e+03 5.26393899e+00 1.39251309e+03 2.72651189e-02],0.4847721739195377,0.10738539200219019,True,True
513003.0,12.0,[2.55287847 0.07569486],[ 0.15592292  0.20205839 -1.91222667  0.02574298],0.04534292081923458,0.04333177269447461,True,True
513003.0,21.0,[12.18523883 -0.94850997],[62.87659119  1.94003249  2.51437335  0.22053506],0.5028130722992502,0.3543966375566251,True,True
516396.0,19.0,[ 8.61161312 -0.27686919],[6.04064680e+02 1.94520370e+00 2.25500288e+01 8.21526222e-02],0.2904200428439129,0.1528819920144219,True,True
516396.0,20.0,[6.13898527 0.35151456],[-6.87524004e+04  9.42974935e+00  8.94579812e+04  4.72024643e-02],0.12488399925941635,0.05999340384848138,True,True
516396.0,11.0,[18.93586189 -0.88240808],[ 9.03323364e+02 -1.90128120e+00  1.68496000e+01  2.34847112e-01],1.1542503457756763,0.400006061339993,True,True
516396.0,42.0,[2.26992879 0.01399638],[ 1.11232483e+03  1.88794316e+01 -4.43883916e+02  2.15442333e-02],0.18551225695097592,0.12097004768830617,True,True
516396.0,38.0,[ 7.15448535 -0.89352366],[ 2.96451257e+01  2.49921369e+00 -3.84614152e-03  2.08517579e-01],0.32500342090498996,0.36227564748755664,True,True
516396.0,39.0,[ 5.37610213 -0.76259703],[ 7.66207149 -1.86869441 -1.63693889  0.19277824],0.4097690032470854,0.224045786080156,True,True
516396.0,36.0,[ 1.94592857 -0.06042423],[6.98654154e+03 1.82728643e+01 5.49597351e+03 3.25492628e-02],0.17792564026008548,0.07101663849566435,True,True
516396.0,33.0,[ 8.14858891 -0.44096453],[10.89663109  1.83948686  0.37013548  0.13749339],0.20192476054137304,0.21999200610141983,True,True
644574.0,17.0,[11.9247915  -0.82275328],[9.95512818e+02 1.86647741e+00 1.65039518e+01 1.15914244e-01],0.8917159891953733,0.2825939709736907,True,True
644574.0,14.0,[20.74484629 -1.2080519 ],[2.05356656e+03 1.87558699e+00 1.68218603e+01 1.98206541e-01],2.1922693272390283,0.5489485432500961,True,True
644574.0,13.0,[17.2527122  -1.07856042],[1.61477901e+03 1.87097928e+00 1.66278582e+01 1.67295888e-01],1.6404265185914,0.43882106240782526,True,True
644574.0,4.0,[ 9.95281922 -0.71497431],[6.44814842e+02 1.84057495e+00 1.49180450e+01 9.76585870e-02],0.6661962795181546,0.23435897715181056,True,True
644574.0,26.0,[17.30186292 -1.06556729],[1.94420606e+03 1.88374317e+00 1.78013500e+01 1.63692401e-01],1.6577228815812377,0.42772807092160053,True,True
644574.0,41.0,[10.74657502 -0.72204929],[2.02155084e+03 1.90945645e+00 2.09251929e+01 9.26126393e-02],0.8098864091226118,0.24582263564570553,True,True
375836.0,46.0,[ 8.60887838 -0.72126344],[47.19112447  1.58082412  1.90647447  0.13145375],0.4255815304763732,0.1721647145150394,True,True
552137.0,22.0,[4.06903422 0.01445793],[9.22187319e+03 1.59462899e+01 2.33927505e+04 4.28578840e-02],0.10019449820506222,0.07233663172360165,True,True
552137.0,25.0,[ 6.05592075 -0.29151047],[2.43474801e+02 1.96699796e+00 1.96881985e+01 4.96833350e-02],0.23719452778636535,0.12032052810755624,True,True
552137.0,45.0,[ 5.55439535 -0.23654016],[1.40102594e+02 1.94153628e+00 1.70224603e+01 4.68559072e-02],0.18638317066991572,0.1049797851122162,True,True
552137.0,44.0,[ 4.22425951 -0.20651048],[11.38872609  1.7729377   2.67512763  0.0462772 ],0.12047416689248286,0.10185443495981025,True,True
552137.0,27.0,[3.73178345 0.032621  ],[ 0.19743931  0.28062081 -1.86676015  0.03674023],0.07871120282916998,0.06957394756781343,True,True
552137.0,23.0,[ 4.2796853  -0.15710826],[9.90911228e+01 1.77564782e+00 1.26911441e+01 3.88692625e-02],0.11771368376600443,0.09624844603911868,True,True
552137.0,39.0,[ 3.99289961 -0.14519589],[ 2.23355352  1.82724349 -0.90129124  0.05434257],0.09308979265702703,0.08107830120864845,True,True
552137.0,13.0,[2.77662549 0.05018537],[ 0.20697881  0.23814968 -1.88828973  0.02926597],0.061292108169460804,0.057656871821663694,True,True
501712.0,47.0,[4.32417769 0.11738622],[1.78769142 0.88092418 0.60191141 0.03168099],0.1244447130088906,0.0740880036971489,True,True
501712.0,35.0,[ 4.47465266 -0.00484436],[4.07684062e+02 1.92176108e+00 2.35028639e+01 3.45311721e-02],0.11295299855101358,0.06372254306532671,True,True
501712.0,45.0,[ 5.58684879 -0.13965061],[2.88656467e+02 4.15924069e+00 2.48677778e+02 3.70543629e-02],0.18777506237860206,0.08092036890223812,True,True
501712.0,25.0,[2.65477004 0.37688749],[1.59788273 0.09043223 0.87727107 0.01622858],0.055995593115805355,0.036707292339081,True,True
501712.0,37.0,[4.92384016 0.00564707],[3.12096907e+04 7.78108294e+00 8.89839966e+04 2.88579931e-02],0.16224919595694945,0.06630092105605379,True,True
501712.0,49.0,[4.268912   0.07186289],[2.5603577  0.94433946 0.25915191 0.03493056],0.11708445238497814,0.07262806865785289,True,True
501712.0,29.0,[3.93330877 0.19281766],[ 0.64159259 -0.00433316  1.28148272  0.02537965],0.11160920999315167,0.06248168692310073,True,True
501712.0,11.0,[3.78130024 0.1648524 ],[ 0.17954824  0.24041453 -1.77515973  0.02840743],0.08866445928955077,0.05698207793232058,True,True
501712.0,18.0,[ 5.20600622 -0.01056355],[5.49943242e+04 8.05901822e+00 1.28134433e+05 2.95878864e-02],0.18068426155691225,0.0613703840529566,True,True
469339.0,44.0,[ 5.50529283 -0.05479979],[2.13432044e+05 8.65054633e+00 3.02595666e+05 2.27633181e-02],0.28065164180669516,0.08205424639595472,True,True
469339.0,5.0,[4.2257072  0.10462213],[3.22814683e+03 1.96958648e+00 2.73332265e+01 1.05629089e-02],0.19456598976690287,0.07808091583263913,True,True
469339.0,18.0,[4.49721332 0.04603353],[3.28893159e+03 1.97112294e+00 2.73287458e+01 1.26598507e-02],0.21559797290038205,0.08576725455149835,True,True
469339.0,34.0,[ 6.72277126 -0.19372359],[3.06233465e+04 6.92440808e+00 2.15741977e+04 2.62306288e-02],0.37003926808918935,0.06043115763334194,True,True
469339.0,3.0,[4.29420034 0.09461473],[3.13463871e+03 1.97091301e+00 2.73964557e+01 1.10244262e-02],0.19688753165672945,0.07615865740142802,True,True
469339.0,43.0,[4.14124671 0.10869689],[1.78968323 0.98939082 0.68023282 0.02780272],0.17912202601420515,0.1128656236051117,True,True
550125.0,18.0,[11.27914864 -1.01686123],[101.63428929   1.90202623   3.66968723   0.15440965],0.8867047616440501,0.5277234679750641,True,True
550125.0,10.0,[11.05544992 -1.00209985],[122.53045498   1.89491139   4.59733297   0.13232046],0.9313712273191848,0.5202245769112075,True,True
550125.0,35.0,[ 7.25700283 -0.70609653],[ 8.52260117e+01 -1.82135964e+00  5.28826217e+00  7.87924611e-02],0.44990291554892636,0.28032845431404985,True,True
550125.0,45.0,[10.4987044  -0.96958955],[65.94837727  1.90929798  2.33444183  0.17654389],0.6340298301817225,0.43650002001611893,True,True
550125.0,4.0,[ 6.77856318 -0.66617098],[69.48115328 -1.80045242  4.54967879  0.07358996],0.44063050453026614,0.28273003998481167,True,True
550125.0,41.0,[ 5.73176464 -0.45925834],[1.03967530e+02 1.74006054e+00 7.94415356e+00 5.56423520e-02],0.2552285147218693,0.13640472339490833,True,True
550125.0,24.0,[18.39766641 -1.33647704],[175.34469997  -1.91512527   3.77215403   0.26651029],1.7084611104796708,0.7966407612492056,True,True
550125.0,49.0,[ 5.31810185 -0.4281272 ],[24.14229508  1.79024952  2.68777299  0.06801882],0.18312761209357298,0.1329034430938277,True,True
657498.0,34.0,[ 5.87593993 -0.26590226],[7.63191143e+02 1.88744025e+00 2.04881416e+01 5.14694872e-02],0.2388482797896751,0.08958645998569216,True,True
657498.0,10.0,[ 6.26015859 -0.57823488],[31.73705652  1.58221217  1.68599201  0.08865497],0.2780140785194514,0.13876990374655096,True,True
657498.0,23.0,[ 7.27770013 -0.68171746],[52.98679365 -1.58875074  2.42371196  0.09537162],0.42549508371083766,0.16305777881340797,True,True
657498.0,12.0,[ 5.92098854 -0.56607781],[27.52336283  1.44466734  1.00612307  0.08634945],0.2933936662530154,0.13699891121030316,True,True
657498.0,28.0,[ 7.50855356 -0.5840411 ],[1.69716621e+02 1.67106665e+00 7.57956588e+00 8.30679443e-02],0.4178968945332928,0.1439475975121319,True,True
657498.0,7.0,[ 5.76318362 -0.6547356 ],[20.69196266  1.74249947  0.38002556  0.10442013],0.26594137280644964,0.16157533894154882,True,True
657498.0,16.0,[11.07028379 -0.64842142],[ 6.08162726e+02 -1.86959361e+00  1.60643323e+01  1.09145385e-01],0.6934539294156599,0.19263384246837098,True,True
545565.0,22.0,[ 3.40546097 -0.14540216],[ 1.22069718  1.27089663 -1.4728759   0.04721548],0.07159417642902056,0.05944881577949521,True,True
545565.0,12.0,[15.17250959 -1.05481576],[6.90706768e+02 1.80890015e+00 1.17382921e+01 1.54486572e-01],1.3247148365248744,0.3439666685041041,True,True
545565.0,18.0,[ 5.12504636 -0.30935542],[16.58754862  1.28163951  0.92258536  0.06992878],0.1364166497841929,0.09054454067058296,True,True
545565.0,34.0,[13.6580352  -0.93457308],[2.95012595e+02 1.79198276e+00 8.68973712e+00 1.64390028e-01],0.9169888097058887,0.26247770373268287,True,True
545565.0,17.0,[13.02284891 -0.94178889],[4.40296768e+02 1.79062634e+00 1.04067777e+01 1.44319993e-01],0.9416626799203608,0.3032625561907158,True,True
482587.0,27.0,[ 3.55244096 -0.13523715],[3.19985944e+02 1.85818378e+00 1.87144444e+01 2.65283707e-02],0.13635941873072727,0.09571355440643672,True,True
482587.0,23.0,[ 3.26738794 -0.06922987],[3.03639253e+02 1.84291913e+00 1.87263254e+01 2.54593018e-02],0.11135974345978104,0.08366190494133548,True,True
482587.0,26.0,[ 3.95908763 -0.11574691],[8.04336467e+02 1.92386213e+00 2.32992896e+01 2.48615010e-02],0.17406351137628592,0.0921705167704821,True,True
482587.0,47.0,[ 4.2473777  -0.12050797],[1.80646272e+04 7.40243697e+00 1.96353305e+04 1.06761657e-02],0.1919905888950739,0.08815539177585531,True,True
482587.0,38.0,[ 3.76445765 -0.06698484],[7.66010530e+02 1.93439239e+00 2.41170664e+01 2.18975234e-02],0.15948079087796344,0.08291100478981672,True,True
482587.0,31.0,[ 3.59064272 -0.10635204],[5.18012073e+02 1.89363963e+00 2.13348867e+01 2.46977338e-02],0.1462030090760374,0.09218847287162614,True,True
547644.0,12.0,[ 5.20647983 -0.46046579],[6.43757034e+01 1.53131338e+00 4.14916207e+00 6.25382323e-02],0.22280076379182015,0.13302144718661557,True,True
547644.0,49.0,[ 6.82395522 -0.53571451],[2.48195220e+02 1.79185862e+00 1.16650463e+01 6.69668397e-02],0.32904231294352404,0.1466961405986514,True,True
427942.0,16.0,[1.87127617 0.15484807],[-3.48393203e+03  1.97320275e+00  2.73789253e+01  3.67708686e-02],0.22276823707717394,0.14180719491705798,True,True
427942.0,5.0,[10.20251332 -0.38984379],[ 1.69062573  1.97749094 -2.17040693  0.20960998],0.4511512412034011,0.3462644772707353,True,True
427942.0,32.0,[4.00111318 0.10350573],[3.26210003e+03 3.72519285e+00 1.22687862e+04 4.11800755e-02],0.2630419430460324,0.22016839566601928,True,True
