gal_id,los,popt_2par,popt_4par,rmse_2par,rmse_4par,success_2par,success_4par
427942.0,40.0,[ 8.99819347 -0.31788792],[1.00872570e+03 1.20493610e+01 2.59707206e+02 1.87452210e-01],0.4719101585350625,0.31133716257489336,True,True
562820.0,37.0,[ 6.06425393 -0.55799953],[38.97814685  1.78521817  3.21107163  0.07812715],0.27489333603932914,0.18143736713139932,True,True
562820.0,12.0,[ 3.0710874  -0.30176465],[ 0.79831375  0.6006653  -1.82434229  0.06218423],0.11282499831045062,0.09498100320449482,True,True
562820.0,9.0,[ 7.90301182 -0.814336  ],[39.00499448  1.89891108  1.48739839  0.14214426],0.3884662691396787,0.31173315612834374,True,True
562820.0,47.0,[ 6.63337416 -0.62564941],[45.27971741  1.82541645  3.37292405  0.08883643],0.31015977565787145,0.21298518650793347,True,True
562820.0,8.0,[ 5.77921805 -0.54638592],[35.46367665  1.71302764  2.63142985  0.07324209],0.29018686501491026,0.17761134338557572,True,True
562820.0,15.0,[11.10886378 -0.92403997],[115.5524581   -1.90582948   5.30541376   0.14727666],0.6635248128387883,0.3330780768371472,True,True
562820.0,33.0,[ 2.88719828 -0.26448853],[ 0.03922883  0.16170683 -1.99083296  0.05999701],0.11505380194471634,0.08371416688312594,True,True
496659.0,9.0,[1.69510533 0.12665086],[ 4.31167966  0.69551123 -0.54981164  0.02288167],0.11130601378849862,0.08922993660712247,True,True
496659.0,39.0,[ 2.29161465 -0.09401332],[2.68135737e+02 9.27050314e+00 2.14581497e+02 3.96137191e-02],0.11165313466818276,0.10491893182598079,True,True
37662.0,7.0,[ 1.00002328 -0.96745763],[1.79705707e+05 1.22448955e+01 1.75205905e+04 1.61408986e-01],1.1426854238198956,0.3562568691032423,True,True
37662.0,32.0,[-0.78716648 -0.56692051],[1.08519139e+05 1.30171054e+01 2.49831931e+04 6.46923440e-02],0.4084465091990983,0.11365427300468453,True,True
37662.0,36.0,[-0.65334299 -0.64162211],[9.92991577e+04 1.26833314e+01 1.91951605e+04 7.88189991e-02],0.4695564105991696,0.12467867680433092,True,True
37662.0,39.0,[-1.11561435 -0.48122838],[5.53927472e+04 1.28065964e+01 1.57784799e+04 4.99147214e-02],0.3027630368754605,0.08351645598268885,True,True
37662.0,17.0,[ 0.58145233 -0.92962328],[9.25065504e+05 1.39993133e+01 9.09984305e+04 1.35732924e-01],1.563669899305388,0.5046319372333793,True,True
37662.0,48.0,[-1.24422769 -0.54560401],[8.75472677e+04 1.28960268e+01 2.11272287e+04 5.39469958e-02],0.3875115509010983,0.10631882561352003,True,True
304210.0,42.0,[ 9.97307754 -0.79083619],[6.94362800e+02 1.85920999e+00 1.51840556e+01 8.82764631e-02],0.729049302292766,0.276856767393891,True,True
304210.0,26.0,[ 6.2368832  -0.54023951],[2.10171933e+02 1.75843554e+00 1.03363008e+01 6.23587805e-02],0.3150304557330014,0.18680709504836607,True,True
304210.0,0.0,[ 5.96727832 -0.60019155],[1.29550222e+02 1.64662432e+00 6.28751005e+00 6.10829863e-02],0.3776449549758759,0.22628863209358807,True,True
304210.0,33.0,[13.66821836 -0.9513278 ],[ 1.29081313e+03 -1.89809050e+00  1.76395626e+01  1.10253320e-01],1.2372130632919647,0.3407369743034133,True,True
304210.0,43.0,[ 9.02009759 -0.66124666],[ 7.81842289e+02 -1.87448637e+00  1.71959040e+01  7.72224862e-02],0.6081956455706181,0.1902401654172096,True,True
510201.0,12.0,[11.97607048 -0.91902043],[102.96069843  -1.83157357   4.50094327   0.17671671],0.6119805480761852,0.37350955667298796,True,True
510201.0,50.0,[14.83032334 -1.05307544],[161.12752901   1.88291685   5.69361076   0.20847871],0.9230087704733783,0.45448583583167707,True,True
510201.0,16.0,[ 5.18059328 -0.37606529],[20.72708778  1.87688896  3.07017317  0.06717543],0.15899989801568035,0.14320758372281928,True,True
510201.0,5.0,[ 8.79079517 -0.75795736],[39.83468164 -1.87667072  2.0984143   0.15384655],0.3309798542758987,0.2931170575829156,True,True
264253.0,15.0,[15.5412011  -1.14437884],[91.39141119 -1.70598765  1.88075079  0.26749469],1.1318452171961133,0.3841627860902127,True,True
264253.0,18.0,[ 9.90032394 -0.82790365],[36.66445719  1.66085179  0.88515547  0.17958472],0.44992165703476045,0.2119509809570619,True,True
264253.0,44.0,[16.07939144 -1.1826656 ],[2.48952230e+02 1.64473505e+00 4.58059880e+00 2.03794498e-01],1.5991113276868891,0.49575398259974424,True,True
264253.0,41.0,[22.86297052 -1.44231867],[3.33977138e+02 1.64796443e+00 4.13262549e+00 2.91988465e-01],2.787704533363509,0.7623287438616605,True,True
609343.0,23.0,[11.61150911 -0.95418483],[36.2669875  -1.93817673  0.54717084  0.25752616],0.36286080824761274,0.3237031242921504,True,True
609343.0,14.0,[ 4.2059953  -0.24797845],[ 0.74119597  0.86297631 -1.80832593  0.07490011],0.08868657760214003,0.06507274386087304,True,True
81773.0,45.0,[11.51798065 -0.93457471],[82.42608516  1.49320924  1.86824595  0.17975352],0.825871706397663,0.27445812530104513,True,True
81773.0,0.0,[1.06434367 0.07219881],[1.72510008 0.76868621 0.73375605 0.01146214],0.19287555623155953,0.1647616523267137,True,True
81773.0,1.0,[-0.14613535  0.31741396],[-6.69098074e+04 -8.63852201e+00  8.16362335e+04  1.51557450e-02],0.13938068685136826,0.08979296339378803,True,True
81773.0,10.0,[1.38850591 0.04386538],[ 3.03552268e+02  1.58027371e+01 -6.09416611e+01  7.69977260e-03],0.1050824024556025,0.10344087296768584,True,True
647857.0,13.0,[ 3.10868649 -0.0124156 ],[1.03922411e+04 1.67596217e+01 1.86697014e+04 3.70632862e-02],0.05188074777979309,0.04615099036758507,True,True
647857.0,6.0,[ 3.44160307 -0.23968749],[44.05246506  5.58480722 14.14618105  0.07531077],0.11519696104062192,0.0573732948662164,True,True
647857.0,45.0,[ 2.29713298 -0.01519039],[2.06234635e+04 1.89988840e+01 3.25802796e+04 2.73658065e-02],0.1262099414448022,0.12021210176090129,True,True
647857.0,15.0,[ 5.14692221 -0.46812923],[ 7.57887765  2.02818934 -0.7685882   0.11222215],0.14045207560134826,0.14175821616922618,True,True
647857.0,43.0,[2.31216148 0.11370734],[ 0.12717305  0.16590765 -1.93053223  0.02372758],0.05076505157968775,0.04752790141824247,True,True
647857.0,18.0,[ 3.74985491 -0.11619779],[7.09873252e+02 1.04145510e+01 6.35911974e+02 6.29043747e-02],0.07258776527018788,0.04865920542349073,True,True
548919.0,3.0,[3.07374254 0.00341557],[2.35247873e+02 1.83818893e+00 1.89810857e+01 2.20962785e-02],0.09060466125676231,0.05909871082985701,True,True
548919.0,43.0,[2.20651126 0.00667081],[5.72371455e+02 1.36247005e+01 7.99632187e+02 2.39006431e-02],0.07065980877530623,0.08412530993892896,True,True
548919.0,36.0,[2.31904863 0.01795213],[5.87045590e+02 1.35169907e+01 9.59093456e+02 2.31883823e-02],0.06815577497652688,0.09284173112444019,True,True
548919.0,29.0,[10.60948435 -0.74879151],[1.66165948e+02 1.99561902e+00 1.04245902e+01 1.21885095e-01],0.5067733978157142,0.2684886256441982,True,True
548919.0,42.0,[13.32652539 -0.89247455],[ 2.81579257e+02 -1.99765068e+00  1.21886868e+01  1.50357301e-01],0.7716075880892319,0.34239939415606097,True,True
600108.0,22.0,[2.30895114 0.08408132],[ 0.24998978  0.22921876 -1.88390569  0.02505686],0.058806129616136606,0.041756682699605134,True,True
600108.0,25.0,[ 6.86167716 -0.49337285],[55.9092587   1.93043509  6.61625039  0.08096908],0.23362993784227581,0.16768460796783516,True,True
600108.0,31.0,[ 2.8479933  -0.01746991],[1.02358050e+02 8.91201381e+00 1.31622248e+02 3.43290870e-02],0.06020611040178748,0.07063908186353929,True,True
600108.0,10.0,[ 1.00003472 -1.21351232],[3.06233741e+02 2.00201738e+00 8.23521586e+00 2.85483381e-01],3.190498187131071,0.6328811160502833,True,True
600108.0,14.0,[2.64818797 0.04181248],[ 0.18936942  0.21732315 -1.91062989  0.02913373],0.05699446736098904,0.04702402597224043,True,True
600108.0,8.0,[2.85558932e+00 2.63724925e-03],[4.56138544e+03 1.56727717e+01 8.74432223e+03 3.14807197e-02],0.05984384266823705,0.08031937859749962,True,True
600108.0,18.0,[ 5.44362019 -0.32683815],[13.22435581  1.90086915  1.92663995  0.07399283],0.13163257067746614,0.11401525831762449,True,True
325273.0,11.0,[10.59240631 -0.73277728],[2.25353281e+02 1.90389247e+00 1.11986096e+01 1.18328714e-01],0.5445661444992572,0.26569757514015846,True,True
325273.0,39.0,[ 5.74659682 -0.33617719],[2.62446566e+02 1.80067580e+00 1.41993624e+01 5.84303358e-02],0.19623102504642354,0.13775099763823684,True,True
325273.0,36.0,[ 6.30731855 -0.27096613],[3.62121400e+02 1.91810550e+00 1.98876543e+01 5.59078413e-02],0.22273502652948923,0.12049833558815148,True,True
325273.0,8.0,[ 7.85764861 -0.60538507],[35.81712415  1.83636558  2.7546395   0.11831549],0.2714634192772453,0.21497363175248474,True,True
325273.0,4.0,[ 6.94775185 -0.40454653],[1.85913034e+02 1.84777463e+00 1.32852098e+01 7.09284821e-02],0.2451494133166087,0.15717562766180046,True,True
325273.0,24.0,[18.67481834 -1.15060967],[4.13401359e+02 1.94817702e+00 1.07543759e+01 2.20524234e-01],1.4168942922906018,0.5224688750883405,True,True
527613.0,6.0,[ 4.75388334 -0.27955807],[8.00580239e+01 1.58628612e+00 6.74421155e+00 5.12698864e-02],0.15541820699251388,0.07248035296314193,True,True
527613.0,24.0,[ 7.41944126 -0.51095435],[1.60369076e+02 1.76371250e+00 9.52128195e+00 7.84329908e-02],0.32824024017926773,0.11690374241557057,True,True
527613.0,39.0,[ 3.35160841 -0.1251964 ],[22.7299857   4.7890469  13.02208881  0.04928243],0.07545468337815811,0.07660410786678824,True,True
527613.0,0.0,[11.71857953 -0.8486779 ],[123.75863172  -1.8914       6.29788525   0.15391772],0.6132124758421874,0.22879517892178147,True,True
527613.0,30.0,[ 8.58458861 -0.61059992],[1.40412161e+02 1.75934382e+00 7.96817228e+00 1.00374699e-01],0.37897683133545645,0.1459114413807539,True,True
527613.0,50.0,[15.96865608 -1.10070822],[168.09116289   1.91297223   5.55704058   0.22449955],1.0918816763887869,0.35584990183973,True,True
527613.0,23.0,[ 9.57867059 -0.73649941],[69.58065304 -1.87745474  4.44647086  0.13259653],0.42164665926395184,0.18758404547410448,True,True
393956.0,44.0,[ 7.77975239 -0.54756882],[3.07185230e+02 1.84322739e+00 1.37066045e+01 7.88895168e-02],0.34211248494324176,0.1755918662718731,True,True
393956.0,43.0,[2.38165436 0.04345737],[ 0.19742815  0.21277874 -1.91167731  0.02770624],0.06249274121244026,0.049174310290436056,True,True
393956.0,31.0,[ 7.24870722 -0.47345486],[4.15943130e+02 1.85867815e+00 1.61110793e+01 7.10658211e-02],0.30285309220843876,0.15959706387208264,True,True
393956.0,39.0,[ 8.35081558 -0.57845593],[4.15346359e+02 1.86868535e+00 1.53542694e+01 8.28363875e-02],0.39505543991190467,0.18505049740911267,True,True
393956.0,49.0,[ 6.31673147 -0.42720396],[1.49762270e+02 1.76742075e+00 1.04640786e+01 6.88096142e-02],0.21149787497036612,0.15007948948017832,True,True
393956.0,34.0,[ 7.61853024 -0.50290793],[3.53388840e+02 1.86042170e+00 1.52631328e+01 7.72700704e-02],0.3160039912823544,0.16687780663357735,True,True
393956.0,18.0,[ 5.58034228 -0.27285801],[2.51620714e+02 1.82588014e+00 1.55082790e+01 5.46669845e-02],0.17002364781557153,0.11629927154137529,True,True
393956.0,14.0,[ 9.73084717 -0.6505354 ],[ 6.62675024e+02 -1.92619641e+00  1.85540876e+01  8.94858636e-02],0.5327550973290772,0.19757397735264698,True,True
393956.0,33.0,[2.26868898 0.14862268],[ 0.23780039  0.21867358 -1.85796265  0.02259793],0.0541696894140921,0.04332175125060636,True,True
393956.0,32.0,[ 3.77290474 -0.06416713],[9.70385626e+02 1.12857038e+01 1.25542547e+03 5.38057291e-02],0.07886898528355978,0.0709882829058781,True,True
393956.0,48.0,[ 3.77785096 -0.139881  ],[ 0.77201406  0.87538436 -1.65516561  0.05111994],0.08644084666721376,0.07876979995028005,True,True
393956.0,5.0,[3.28821047 0.05805655],[ 3.13024723  0.8759679  -0.08364113  0.0290122 ],0.0747397654008139,0.05620790248736325,True,True
393956.0,25.0,[ 4.84731369 -0.22609367],[1.10254989e+02 1.72272257e+00 1.08788451e+01 5.07112405e-02],0.12648314428785146,0.10486339714429423,True,True
446754.0,36.0,[ 2.72990872 -0.09610369],[ 2.94595748  3.0812989  -1.03958666  0.03959708],0.08238534433702763,0.07924649487920578,True,True
446754.0,19.0,[1.98637767 0.00562213],[2.24252220e+03 1.56380247e+01 3.65754049e+03 2.16660915e-02],0.08826567613677044,0.10595011579406452,True,True
446754.0,23.0,[ 2.14281707 -0.10608135],[7.74009011 4.51143772 0.13406013 0.03778227],0.10001935349657376,0.08845320475710904,True,True
446754.0,48.0,[ 4.9456055  -0.41883772],[16.94012241  1.90940517  1.80908122  0.0718631 ],0.15044387211222093,0.14792461165695509,True,True
446754.0,34.0,[ 2.69937608 -0.16410371],[ 0.03102898  0.24300408 -1.99239842  0.04834062],0.08334612238132678,0.06503616580750221,True,True
446754.0,1.0,[ 4.01868742 -0.15130581],[4.20756198e+01 1.52693954e+00 5.71585076e+00 4.01403212e-02],0.10835391190735132,0.08519823409359688,True,True
446754.0,18.0,[ 2.85347114 -0.25047883],[ 1.82240936  1.7354768  -1.69241247  0.06058924],0.11723082594081992,0.08332430791595118,True,True
521401.0,1.0,[3.6039072  0.10973435],[ 0.20669089  0.27794748 -1.79869457  0.03000898],0.0982028701178001,0.07905195995032996,True,True
521401.0,44.0,[3.74050613 0.05138421],[1.14102027e+03 1.94934340e+00 2.59365248e+01 2.26539249e-02],0.12201178853333698,0.07954349051439838,True,True
521401.0,29.0,[3.40277269 0.10514916],[ 0.32857609  0.30824365 -1.77184425  0.03010346],0.11082478084476724,0.08924373378066693,True,True
521401.0,42.0,[3.70076856 0.05724772],[ 3.29344646  0.86532691 -0.15790411  0.03356382],0.12552549838660973,0.10211162015192976,True,True
521401.0,25.0,[3.19412685 0.14652524],[ 0.24022038  0.25417388 -1.80141696  0.02659001],0.08204292125922268,0.06584901418343264,True,True
521401.0,10.0,[ 5.72596298 -0.22413283],[1.42244096e+03 5.01813939e+00 9.37444462e+02 2.97855119e-02],0.2413478855675571,0.12519719316155384,True,True
521401.0,21.0,[ 3.50573825 -0.04841082],[7.15530625e+02 1.90853430e+00 2.29339097e+01 2.57785499e-02],0.12449081276950288,0.0892539863358499,True,True
521401.0,8.0,[ 3.63083628 -0.04017512],[4.97205474e+02 1.90037834e+00 2.22674318e+01 2.75202070e-02],0.11783998448956444,0.0869117208370259,True,True
521401.0,34.0,[3.59772928 0.00739089],[1.00466556e+03 1.92757868e+00 2.44708130e+01 2.54418424e-02],0.12103623507816748,0.08683999759161364,True,True
521401.0,35.0,[ 5.30394702 -0.14395624],[5.05290132e+03 6.01470349e+00 4.94389104e+03 2.58853612e-02],0.21876723668328127,0.10386875287803805,True,True
521401.0,16.0,[3.28596749 0.09765136],[ 0.28529808  0.31045552 -1.77456603  0.02831777],0.10115932584921876,0.08037905990197157,True,True
508208.0,0.0,[ 4.5979636  -0.06034774],[2.56847758e+02 1.84033877e+00 1.83903175e+01 3.88451245e-02],0.1214350680619522,0.061836616554908165,True,True
508208.0,48.0,[ 5.10184145 -0.34834478],[10.33617554  1.75822381  0.65463416  0.07430302],0.14673203644605354,0.10830253266514318,True,True
508208.0,32.0,[ 5.03556652 -0.307391  ],[36.38846417  1.55482904  4.02834232  0.05672849],0.15515851353411303,0.09679870059027108,True,True
508208.0,10.0,[ 3.94013002e+00 -8.76073393e-04],[5.78846269 3.87444325 6.41611305 0.03680897],0.11338725560055939,0.08746897725062398,True,True
508208.0,35.0,[ 5.81920866 -0.32278058],[48.90533536  1.65957824  5.7123694   0.06407481],0.18114882418040384,0.10002727595322738,True,True
540664.0,3.0,[1.29698091 0.45157897],[-6.98914918e+02  2.09666977e+00  3.28930337e+01  2.01272303e-02],0.09409338886415679,0.05353486873681695,True,True
540664.0,24.0,[1.33158999 0.43603282],[-3.12079271e+02  2.68216677e+00  7.70696418e+01  2.00546409e-02],0.10302502597418992,0.062269261731216434,True,True
540664.0,35.0,[2.70123474 0.19451234],[-2.80967709e+02 -2.18747285e+00  3.96984578e+01  2.62179423e-02],0.06382814982488269,0.06491011710312412,True,True
540664.0,2.0,[2.0555978  0.27533207],[-8.49650804e+02  2.03250380e+00  3.01359994e+01  2.28493520e-02],0.049746998692554445,0.04113935169463315,True,True
336598.0,41.0,[ 4.63236526 -0.11621219],[8.10495934e+04 1.76265976e+01 9.05270218e+04 7.45080509e-02],0.12215436543276807,0.0836779492171976,True,True
336598.0,31.0,[ 7.64218518 -0.61644976],[14.60931645  1.95919193 -0.0438197   0.15865493],0.16620000589504644,0.20880278666542093,True,True
503136.0,6.0,[ 8.353625   -0.40128639],[2.58734841e+03 5.00708223e+00 8.98273184e+02 4.23876594e-02],0.4536387614632529,0.11151171813664616,True,True
503136.0,47.0,[ 7.61723146 -0.46467675],[9.09417129e+02 1.91710722e+00 2.08413618e+01 6.74256401e-02],0.37257392941651873,0.13579479179124743,True,True
503136.0,44.0,[ 7.47871467 -0.43077548],[1.42963291e+03 1.94101608e+00 2.32508189e+01 5.96307966e-02],0.3818141125252599,0.1248488884440366,True,True
503136.0,18.0,[ 5.11382091 -0.17368916],[7.04320747e+02 1.90676427e+00 2.19786149e+01 4.38780036e-02],0.16341598703696086,0.08463681068479216,True,True
503136.0,5.0,[ 4.14547953 -0.017182  ],[6.92164233e+02 1.91413351e+00 2.34420176e+01 3.33033773e-02],0.1083613367812805,0.06971384338431173,True,True
503136.0,4.0,[ 8.80088037 -0.48239832],[7.24965636e+02 3.95193510e+00 1.82576236e+02 5.56491707e-02],0.47717094470708327,0.1331416504625971,True,True
503136.0,10.0,[ 4.0638997  -0.04688983],[5.29740815e+02 1.88659781e+00 2.16089066e+01 3.41884338e-02],0.10858326025089364,0.06822264893012954,True,True
503136.0,38.0,[ 5.5379466 -0.3492311],[3.03870912e+02 1.80952584e+00 1.46946477e+01 5.28912358e-02],0.21475847677436694,0.10729667731394399,True,True
508408.0,34.0,[2.97298481 0.18431444],[ 0.26332103  0.24169575 -1.74947215  0.02541425],0.05967175777617586,0.05089683299008478,True,True
508408.0,46.0,[2.81114071 0.28414972],[ 1.43893832 -0.28980227  0.99350088  0.01839011],0.06309218121040552,0.05888799867618169,True,True
508408.0,12.0,[2.66982902 0.13452794],[ 0.26774647  0.25061987 -1.8190965   0.02494256],0.05966393048621976,0.04983724802911169,True,True
508408.0,16.0,[2.54946279 0.40409003],[ 5.78811172e+01 -1.41130878e+00  6.52505640e+01  1.72616666e-02],0.05810503127394873,0.05009785908774099,True,True
508408.0,40.0,[3.60968578 0.07783744],[2.38893624 0.88156309 0.31177833 0.03100749],0.0741909178288301,0.06763374518450137,True,True
508408.0,10.0,[3.53673921 0.17413448],[ 0.69623346 -0.00975335  1.27335783  0.02584635],0.07692142555596354,0.06328735921130016,True,True
508408.0,35.0,[3.47947489 0.09356222],[ 0.12159192  0.24095116 -1.84389702  0.02957071],0.07253391485417349,0.0666332758109752,True,True
650768.0,43.0,[ 3.7526954  -0.17171712],[9.99920966 3.96038446 1.78107528 0.06349471],0.08849452169075642,0.07278145633245636,True,True
650768.0,49.0,[2.154395   0.16643591],[ 3.41943481  0.71585354 -0.18041221  0.02028405],0.04553974593210215,0.04235596813802122,True,True
650768.0,2.0,[17.95407952 -1.19068187],[224.80552296   1.98474195   6.97095834   0.24819069],1.2178749703380594,0.6072855596244033,True,True
650768.0,48.0,[ 7.6772829  -0.63068777],[27.90091659  1.92220378  1.80367604  0.13064916],0.22953765271043924,0.2229010596235779,True,True
650768.0,46.0,[1.49305803 0.28376008],[-6.74834446e+02  2.11432602e+00  3.53911295e+01  2.07580728e-02],0.06913360842885656,0.03822817282830873,True,True
267259.0,42.0,[ 9.76122183 -0.80960588],[76.15874271  1.72235639  3.41004659  0.13830047],0.5468495602840899,0.242217679663142,True,True
267259.0,12.0,[10.07313334 -0.85601978],[95.17831687 -1.74666525  3.99987672  0.13243778],0.6488333208457384,0.27933652094628747,True,True
267259.0,33.0,[ 8.57444685 -0.81430813],[29.72611653  1.83586169  0.58090185  0.17053529],0.3341816625274369,0.1955169646591862,True,True
531977.0,49.0,[ 4.238711  -0.3514207],[ 6.30009691  1.45098539 -0.59052204  0.06738345],0.1598669061094185,0.11893465003855754,True,True
531977.0,40.0,[ 3.66458544 -0.44192627],[ 5.42284924  1.68969281 -1.13525646  0.08441211],0.13946483369518084,0.1234287767958538,True,True
531977.0,2.0,[ 7.73158617 -0.73107626],[85.74290839 -1.78177336  4.74897015  0.08604513],0.5298602371809285,0.278791125542974,True,True
531977.0,37.0,[ 6.69627885 -0.42058913],[1.65020968e+02 1.77206175e+00 1.06350199e+01 6.46524258e-02],0.3086044495770495,0.1033623080744276,True,True
531977.0,11.0,[ 4.84438393 -0.30318842],[1.60378190e+02 1.69276203e+00 1.02136177e+01 4.81231262e-02],0.19734660312886002,0.09057889779955512,True,True
531977.0,47.0,[ 5.03352714 -0.3622687 ],[1.14813389e+02 1.65599716e+00 7.93835849e+00 4.88089166e-02],0.24166466462905295,0.11381615326745612,True,True
531977.0,44.0,[ 4.400437  -0.3838165],[ 9.62147481  1.44978147 -0.08649527  0.06527068],0.19300578446930902,0.1370905930672794,True,True
531977.0,29.0,[ 7.0299731  -0.44276702],[3.64894620e+02 1.84438879e+00 1.51942831e+01 6.09447325e-02],0.37248760013404303,0.10733881668943973,True,True
531977.0,33.0,[ 8.61615651 -0.83228639],[69.65546221  1.87656195  3.38225994  0.11358348],0.6182425014948144,0.33696385282456975,True,True
531977.0,35.0,[ 3.71660259 -0.26097822],[10.36600676  1.07724324 -0.11340922  0.05288659],0.13997861120185745,0.09648501602735247,True,True
100231.0,41.0,[ 1.00002554 -0.99464343],[44.21660067 -1.75523428  0.3172879   0.11807547],1.19836974542401,0.43209472847289593,True,True
100231.0,26.0,[ 5.62509796 -0.95867919],[4.12432146e+01 1.38424186e+00 3.85359744e-02 7.40381899e-02],0.8520800960953335,0.313448187019762,True,True
100231.0,5.0,[ 8.10280357 -1.0973037 ],[57.73717165 -1.53764163  0.45284897  0.11495069],1.067102739704648,0.41120987801701797,True,True
100231.0,22.0,[ 7.41787561 -1.06555991],[45.54229226 -1.77929579  0.30182216  0.1399265 ],0.8414437761530698,0.47285646311171303,True,True
100231.0,29.0,[ 6.77390341 -1.00487986],[58.58206862  1.41812554  0.58715798  0.08396042],0.9150223311190983,0.3341598505094025,True,True
100231.0,32.0,[ 9.78563395 -1.19220184],[74.71981566  1.59132815  0.75356523  0.13811421],1.2934005300209788,0.5120645862076592,True,True
100231.0,40.0,[11.66386724 -1.35320769],[86.69855198 -1.77402476  0.64140449  0.18113552],1.8056475979511004,0.736154830992254,True,True
100231.0,37.0,[ 9.82836777 -1.22602849],[72.66632462  1.67850215  0.64099608  0.14427774],1.3950368248443468,0.5435214654074512,True,True
100231.0,44.0,[ 6.65792285 -1.05518539],[44.50855138 -1.70138102  0.17217792  0.10911125],0.9575788331481345,0.4169468593981889,True,True
509743.0,5.0,[ 4.53500434 -0.19956463],[4.51918775e+02 1.87015141e+00 1.93464457e+01 3.94334673e-02],0.15510787420853134,0.09343738791593302,True,True
509743.0,7.0,[ 4.88174755 -0.17414489],[7.13224276e+02 1.90738262e+00 2.20237004e+01 4.09356591e-02],0.16625703386408316,0.09141243498878347,True,True
509743.0,32.0,[ 4.50048802 -0.18554713],[5.73356591e+02 1.88728533e+00 2.06580066e+01 3.81284415e-02],0.15671283786480925,0.09510592317631991,True,True
509743.0,34.0,[ 4.96950767 -0.24410661],[6.10864469e+02 1.90369998e+00 2.09440095e+01 3.78482949e-02],0.206579345532667,0.09527115928782873,True,True
509743.0,19.0,[ 4.81953947 -0.19827116],[6.90844055e+02 1.90814881e+00 2.18264075e+01 3.92310278e-02],0.17483643369800622,0.09567457947818421,True,True
509743.0,43.0,[ 4.57703381 -0.08667349],[1.12184643e+03 1.93569514e+00 2.44926571e+01 3.33306552e-02],0.15681854884651505,0.08386156370960689,True,True
509743.0,31.0,[ 4.57710291 -0.18706103],[4.85223776e+02 1.88322714e+00 2.01569417e+01 3.90540925e-02],0.1539683274895037,0.09085832295878919,True,True
369519.0,14.0,[11.42358455 -0.90040917],[64.63362031  1.92290347  2.83796085  0.19060578],0.5404181147954588,0.2567711136304779,True,True
369519.0,16.0,[14.14083147 -1.02585688],[117.01081326   1.90788919   4.36216674   0.21075174],0.8821828772731101,0.317905570937911,True,True
369519.0,19.0,[1.8648362  0.13265565],[ 1.02300988 -0.37369115 -1.6329794   0.02382203],0.08384468217691841,0.045146858124307805,True,True
361876.0,27.0,[ 4.57103046 -0.4880889 ],[ 6.07185996  1.24819959 -1.11449538  0.09129573],0.1938344478861545,0.14852716925761722,True,True
361876.0,13.0,[ 5.47416109 -0.33106176],[4.14952045e+02 1.79634019e+00 1.50967104e+01 4.82552611e-02],0.2934704955862339,0.10851074865662805,True,True
361876.0,47.0,[ 5.37393387 -0.30450995],[7.00153412e+02 1.85888012e+00 1.87371609e+01 4.25225350e-02],0.2979901838405807,0.10716264712104895,True,True
361876.0,16.0,[ 4.77184749 -0.27974368],[1.48627592e+02 1.61837494e+00 8.66794833e+00 5.12573218e-02],0.21526429048025655,0.09130174218156796,True,True
361876.0,14.0,[ 4.9343729  -0.46623759],[ 8.47078656  1.24011835 -0.72584305  0.08613871],0.20906736616680743,0.1445144895486191,True,True
361876.0,41.0,[ 4.99433453 -0.18585252],[1.18740803e+03 1.91519915e+00 2.28422615e+01 3.40399246e-02],0.25473469046404723,0.08958696580971733,True,True
361876.0,7.0,[ 4.64695011 -0.23275461],[5.75794822e+02 1.84105180e+00 1.81576443e+01 3.78288998e-02],0.23833717686953895,0.09767344804242076,True,True
295092.0,11.0,[ 5.90630583 -0.75971576],[ 5.74358143 -0.98326805 -1.55514392  0.16105751],0.1757157481811774,0.07124586920017231,True,True
295092.0,24.0,[14.54717274 -1.24011547],[41.23548796  1.25509596 -0.64533378  0.33199882],0.9861126124681486,0.31323762408564665,True,True
476928.0,22.0,[ 9.64829117 -0.38190314],[1.03333031e+03 4.21624977e+00 3.27825150e+02 6.28843566e-02],0.49881764454714445,0.1310861598041407,True,True
476928.0,2.0,[ 4.95118809 -0.03064769],[7.53208152e+02 1.94766844e+00 2.51965073e+01 3.71700249e-02],0.14043026095851383,0.07404065023505547,True,True
476928.0,21.0,[4.23648334 0.19550196],[ 0.66462438 -0.00422395  1.26512815  0.0282359 ],0.1118203308658263,0.06449237760847021,True,True
476928.0,43.0,[3.62480195 0.28268975],[ 5.02778109e+02 -1.94757065e+00  2.80425354e+01  2.13210138e-02],0.06531483843330348,0.04491485222715493,True,True
476928.0,48.0,[4.20084576 0.13604721],[3.29630818 0.80139109 0.0774621  0.03516284],0.10970148259301639,0.07731966037493809,True,True
476928.0,11.0,[11.19978637 -0.50392397],[1.78478009e+03 4.36686823e+00 4.14573482e+02 6.73944344e-02],0.683520493250387,0.14740005733438133,True,True
476928.0,34.0,[4.64776943 0.17683433],[ 0.44166166 -0.00325619  0.96654493  0.03093469],0.1532679804577759,0.09565071257994005,True,True
347171.0,9.0,[ 5.72439198 -0.39335405],[8.12236094e+02 1.89884902e+00 2.01947548e+01 4.05409105e-02],0.3253886711088727,0.1327689640366488,True,True
347171.0,41.0,[ 5.7397504  -0.41082839],[7.65732465e+02 1.88952425e+00 1.95459473e+01 4.20904162e-02],0.32196951668538704,0.13222328559081814,True,True
